Année;UAI;Libellé;Région;Niveau formation;Taux poursuite études;Taux emploi 6 mois;Taux interruption formation;Part contrats apprentissage interrompus;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2023-2024;0133963M;regional des metiers de l'environnement et du developpement durable;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;;;;;;;;26140.0
cumul 2023-2024;0134032M;OF-CFA COURS COMMERCIAUX CLOVIS HUGUES;PROVENCE-ALPES-COTE D'AZUR;CAP;;;;46.0;;;;26144.0
cumul 2023-2024;0134088Y;Greta-CFA Marseille Méditerranée;PROVENCE-ALPES-COTE D'AZUR;CAP;48.0;59.0;48.0;38.0;;;;26151.0
cumul 2023-2024;0134105S;centre de formation d'apprentis des métiers du spectacle;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;4.0;46.0;;32.0;;;;26154.0
cumul 2023-2024;0134249Y;MFREO Sainte Victoire de Rousset;PROVENCE-ALPES-COTE D'AZUR;BTS;;;;46.0;;;;26158.0
cumul 2023-2024;0134280G;OF CFA SUP IPGV VITROLLES;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;;;;;;;;26160.0
cumul 2023-2024;0134281H;OF-CFA LUDORIUM;PROVENCE-ALPES-COTE D'AZUR;MC4;;;;;;;;26164.0
cumul 2023-2024;0134288R;CODEV;PROVENCE-ALPES-COTE D'AZUR;BTS;55.0;82.0;36.0;61.0;;;;26165.0
cumul 2023-2024;0134289S;TRIPHASE FORMATIONS;PROVENCE-ALPES-COTE D'AZUR;BTS;43.0;55.0;82.0;71.0;;;;26167.0
cumul 2023-2024;0134295Y;FDM GROUPE;PROVENCE-ALPES-COTE D'AZUR;BTS;39.0;59.0;52.0;46.0;;;;26171.0
cumul 2023-2024;0134300D;PLATE FORME;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 3;0.0;64.0;;29.0;;;;26178.0
cumul 2023-2024;0134300D;PLATE FORME;PROVENCE-ALPES-COTE D'AZUR;BAC;;;;;;;;26179.0
cumul 2023-2024;0134304H;WIKI LEARN FORMATION;PROVENCE-ALPES-COTE D'AZUR;BTS;56.0;56.0;57.0;57.0;;;;26186.0
cumul 2023-2024;0134305J;GROUPE ALTERNANCE AIX EN PROVENCE;PROVENCE-ALPES-COTE D'AZUR;BTS;52.0;66.0;68.0;65.0;;;;26187.0
cumul 2023-2024;0134309N;IFTE AIX;PROVENCE-ALPES-COTE D'AZUR;BTS;73.0;54.0;43.0;53.0;;;;26191.0
cumul 2023-2024;0134333P;My Business School Campus de Marseille (13);PROVENCE-ALPES-COTE D'AZUR;BTS;50.0;44.0;57.0;55.0;;;;26198.0
cumul 2023-2024;0134336T;M2S FORMATION SCHOOL;PROVENCE-ALPES-COTE D'AZUR;BTS;71.0;;;;;;;26200.0
cumul 2023-2024;0134337U;M2S FORMATION;PROVENCE-ALPES-COTE D'AZUR;BTS;55.0;64.0;48.0;51.0;;;;26201.0
cumul 2023-2024;0134343A;M2S FORMATION AUBAGNE;PROVENCE-ALPES-COTE D'AZUR;BTS;56.0;61.0;60.0;61.0;;;;26204.0
cumul 2023-2024;0134350H;MFREO DE LA ROQUE D'ANTHERON;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;;;;;;;;26206.0
cumul 2023-2024;0134355N;CAMPUS PRO CENTRE DE FORMATION DE SAINT GOBAIN;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;24.0;59.0;;24.0;;;;26213.0
cumul 2023-2024;0134367B;ECIR FORMATION;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 3;19.0;69.0;;29.0;;;;26219.0
cumul 2023-2024;0134367B;ECIR FORMATION;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;;;;;;;;26220.0
cumul 2023-2024;0134392D;ENVOLL CONSEIL - FORMATION;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;;;;;;;;26228.0
cumul 2023-2024;0134392D;ENVOLL CONSEIL - FORMATION;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;;;;;;;;26229.0
cumul 2023-2024;0134420J;OF-CFA - CFA MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;;;;;;;;26237.0
cumul 2023-2024;0134454W;OF-CFA IDEA IMMO;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;;;;75.0;;;;26246.0
cumul 2023-2024;0134467K;OF-CFA La Factory;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;;;;;;;;26255.0
cumul 2023-2024;0134503Z;OF-CFA KAALI FORMATION;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;;;;;;;;26260.0
cumul 2023-2024;0134515M;OF-CFA ESCT;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;50.0;;;;;;;26262.0
cumul 2023-2024;0141300M;Antenne de centre de formation d'apprentis de la chambre de métiers et de l'artisanat de Normandie - site de Caen - CIFAC;NORMANDIE;Autres formations de niveau 5;41.0;84.0;;;;;;26266.0
cumul 2023-2024;0141601P;Organisme de formation-Centre de formation d'apprentis du batîment Jean Hochet Caen;NORMANDIE;Autres formations de niveau 3;20.0;71.0;;10.0;;;;26272.0
cumul 2023-2024;0141601P;Organisme de formation-Centre de formation d'apprentis du batîment Jean Hochet Caen;NORMANDIE;CAP;58.0;54.0;32.0;36.0;;;;26275.0
cumul 2023-2024;0141815X;Organisme de formation-Centre de formation d'apprentis Institut Consulaire d'Enseignement Professionnel ICEP CAEN;NORMANDIE;BAC;41.0;57.0;;52.0;;;;26279.0
cumul 2023-2024;0141941J;CFA Le Robillard;NORMANDIE;BAC;30.0;73.0;;53.0;;;;26296.0
cumul 2023-2024;0141941J;CFA Le Robillard;NORMANDIE;CAP;39.0;;;47.0;;;;26298.0
cumul 2023-2024;0142106N;Organisme de formation-Centre de formation d'apprentis CFAI Grand Ouest Normandie Caen;NORMANDIE;BAC;44.0;71.0;;30.0;;;;26300.0
cumul 2023-2024;0142180U;CFA de Vire;NORMANDIE;BTS;38.0;76.0;34.0;30.0;;;;26306.0
cumul 2023-2024;0142215G;Organisme de formation-Centre de formation d'apprentis Promotrans Normandie Mondeville;NORMANDIE;BTS;30.0;87.0;33.0;29.0;;;;26310.0
cumul 2023-2024;0142234C;Maison Familiale Rurale de Vire - Montchamp;NORMANDIE;BAC;;;;;;;;26318.0
cumul 2023-2024;0142365V;CRAF2S - EJN Ecole de journalisme de Normandie;NORMANDIE;Autres formations de niveau 3;64.0;;;;;;;26330.0
cumul 2023-2024;0142390X;Organisme de formation-Centre de formation d'apprentis des métiers du sport et animation Normandie Louvigny;NORMANDIE;Autres formations de niveau 3;;;;15.0;;;;26336.0
cumul 2023-2024;0142390X;Organisme de formation-Centre de formation d'apprentis des métiers du sport et animation Normandie Louvigny;NORMANDIE;Autres formations de niveau 4;30.0;67.0;;17.0;;;;26337.0
cumul 2023-2024;0142395C;Ecole supérieure privé AFTEC - Ipac Bachelor Factory;NORMANDIE;BTS;51.0;32.0;;41.0;;;;26339.0
cumul 2023-2024;0142400H;Organisme de formation-Centre de formation d'apprentis Don Bosco de Normandie Herouville-St-Clair;NORMANDIE;BP;;;;33.0;;;;26343.0
cumul 2023-2024;0142452P;Organisme de formation-Centre de formation d'apprentis sas promotrans fpc zi rue Niepce MONDEVILLE;NORMANDIE;CAP;;;;;;;;26359.0
cumul 2023-2024;0150605B;Centre de formation d'apprentis du bâtiment et travaux publics Georges Boché;AUVERGNE-RHONE-ALPES;BAC;;;;;;;;26360.0
cumul 2023-2024;0150688S;Maison Familiale Rurale de Saint-Flour;AUVERGNE-RHONE-ALPES;Autres formations de niveau 5;;;;;;;;26374.0
cumul 2023-2024;0150688S;Maison Familiale Rurale de Saint-Flour;AUVERGNE-RHONE-ALPES;BTS;;;;;;;;26376.0
cumul 2023-2024;0150688S;Maison Familiale Rurale de Saint-Flour;AUVERGNE-RHONE-ALPES;CAP;;;;;;;;26377.0
cumul 2023-2024;0150779R;GAILLARD FORMATION;AUVERGNE-RHONE-ALPES;Autres formations de niveau 3;;;;;;;;26380.0
cumul 2023-2024;0150786Y;Chambre de Commerce et d'Industrie du Cantal;AUVERGNE-RHONE-ALPES;Autres formations de niveau 3;27.0;;;16.0;;;;26382.0
cumul 2023-2024;0150786Y;Chambre de Commerce et d'Industrie du Cantal;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;;;;;;;;26383.0
cumul 2023-2024;0150786Y;Chambre de Commerce et d'Industrie du Cantal;AUVERGNE-RHONE-ALPES;CAP;;;;;;;;26385.0
cumul 2023-2024;0150788A;Organisme de formation-Centre de Formation d'Apprentis de l'école Christian Vabret - Boulangerie - Pâtisserie - Cuisine, Aurillac;AUVERGNE-RHONE-ALPES;Autres formations de niveau 3;;;;44.0;;;;26386.0
cumul 2023-2024;0160757L;Organisme de formation - Centre de formation d'apprentis de la Chambre de commerce et d'industrie de la Charente;NOUVELLE-AQUITAINE;Autres formations de niveau 3;;;;;;;;26391.0
cumul 2023-2024;0160757L;Organisme de formation - Centre de formation d'apprentis de la Chambre de commerce et d'industrie de la Charente;NOUVELLE-AQUITAINE;Autres formations de niveau 5;;;;8.0;;;;26393.0
cumul 2023-2024;0160757L;Organisme de formation - Centre de formation d'apprentis de la Chambre de commerce et d'industrie de la Charente;NOUVELLE-AQUITAINE;BTS;48.0;73.0;22.0;34.0;;;;26396.0
cumul 2023-2024;0161002C;Maison Familiale Rurale de Cherves-Richemont;NOUVELLE-AQUITAINE;BAC;53.0;;;11.0;;;;26402.0
cumul 2023-2024;0161002C;Maison Familiale Rurale de Cherves-Richemont;NOUVELLE-AQUITAINE;BTS;34.0;74.0;;40.0;;;;26403.0
cumul 2023-2024;0161042W;Maison Familiale Rurale sud Charente - Montmoreau;NOUVELLE-AQUITAINE;Autres formations de niveau 3;48.0;;;24.0;;;;26404.0
cumul 2023-2024;0161212F;Organisme de formation - Centre de formation d'apprentis BTP CFA Charente;NOUVELLE-AQUITAINE;BP;28.0;76.0;27.0;28.0;;;;26412.0
cumul 2023-2024;0161212F;Organisme de formation - Centre de formation d'apprentis BTP CFA Charente;NOUVELLE-AQUITAINE;BTS;;;;;;;;26413.0
cumul 2023-2024;0161212F;Organisme de formation - Centre de formation d'apprentis BTP CFA Charente;NOUVELLE-AQUITAINE;CAP;54.0;53.0;33.0;33.0;;;;26414.0
cumul 2023-2024;0161223T;Organisme de formation-Centre de formation d'apprentis de AFTRAL Puymoyen;NOUVELLE-AQUITAINE;Autres formations de niveau 3;;;;;;;;26415.0
cumul 2023-2024;0161223T;Organisme de formation-Centre de formation d'apprentis de AFTRAL Puymoyen;NOUVELLE-AQUITAINE;Autres formations de niveau 4;;;;;;;;26416.0
cumul 2023-2024;0171318R;Maison Familiale Rurale de Chevanceaux - forêts;NOUVELLE-AQUITAINE;BAC;;;;18.0;;;;26434.0
cumul 2023-2024;0171438W;Organisme de formation - Centre de formation d'apprentis du CIPECMA;NOUVELLE-AQUITAINE;Autres formations de niveau 4;;;;;;;;26442.0
cumul 2023-2024;0171438W;Organisme de formation - Centre de formation d'apprentis du CIPECMA;NOUVELLE-AQUITAINE;CAP;6.0;79.0;2.0;6.0;;;;26446.0
cumul 2023-2024;0171593P;Centre de formation IFP Atlantique;NOUVELLE-AQUITAINE;CAP;;;;;;;;26461.0
cumul 2023-2024;0171646X;Organisme de formation - Centre de formation d'apprentis de Formations Equines Rochefort Ocean de Rochefort;NOUVELLE-AQUITAINE;Autres formations de niveau 5;;;;;;;;26470.0
cumul 2023-2024;0171648Z;OF-CFA de la Fédération Nationale Profession Sport et Loisirs de la Rochelle;NOUVELLE-AQUITAINE;Autres formations de niveau 4;25.0;;;19.0;;;;26472.0
cumul 2023-2024;0171653E;CFA MARITIME DE BOURCEFRANC;NOUVELLE-AQUITAINE;BAC;;;;;;;;26473.0
cumul 2023-2024;0171667V;Organisme de formation centre de formation d'apprentis Hommes et Savoirs de Royan;NOUVELLE-AQUITAINE;Autres formations de niveau 4;;;;;;;;26476.0
cumul 2023-2024;0190721F;CFA EIMCL 13 VENTS TULLE;NOUVELLE-AQUITAINE;Autres formations de niveau 3;;;;;;;;26491.0
cumul 2023-2024;0190721F;CFA EIMCL 13 VENTS TULLE;NOUVELLE-AQUITAINE;Autres formations de niveau 5;;;;;;;;26493.0
cumul 2023-2024;0190767F;CFA PREPARATEURS EN PHARMACIE BRIVE LA GAILLARDE;NOUVELLE-AQUITAINE;Autres formations de niveau 5;17.0;83.0;;32.0;;;;26497.0
cumul 2023-2024;0281046K;Site de formation d'apprentis du CFAI Centre Val de Loire - Chateaudun;CENTRE-VAL DE LOIRE;BAC;;;;43.0;;;;27009.0
cumul 2023-2024;0281057X;Organisme de formation-Centre de formation d'apprentis de la CCI de l'Eure et Loir-Chartres;CENTRE-VAL DE LOIRE;BTS;54.0;74.0;43.0;42.0;;;;27013.0
cumul 2023-2024;0281180F;Organisme de formation-Centre de formation d'apprentis AFTRAL GELLAINVILLE;CENTRE-VAL DE LOIRE;Autres formations de niveau 3;;;;;;;;27016.0
cumul 2023-2024;0292009B;CFA DE HANVEC;BRETAGNE;BP;;;;;;;;27067.0
cumul 2023-2024;0301431T;Maison Familiale Rurale de Marguerittes;OCCITANIE;BAC;;;;49.0;;;;27139.0
cumul 2023-2024;0301431T;Maison Familiale Rurale de Marguerittes;OCCITANIE;BTS;46.0;45.0;;46.0;;;;27140.0
cumul 2023-2024;0301433V;Maison Familiale Rurale de Uzès;OCCITANIE;BAC;44.0;;;28.0;;;;27144.0
cumul 2023-2024;0301435X;CFA du Gard;OCCITANIE;BP;22.0;60.0;;44.0;;;;27150.0
cumul 2023-2024;0301567R;Organisme de formation-Centre de formation d'apprentis des Compagnons du Devoirs et du Tour de France Languedoc-Roussillon, Nîmes;OCCITANIE;Autres formations de niveau 3;43.0;61.0;;23.0;;;;27153.0
cumul 2023-2024;0301567R;Organisme de formation-Centre de formation d'apprentis des Compagnons du Devoirs et du Tour de France Languedoc-Roussillon, Nîmes;OCCITANIE;BP;17.0;66.0;23.0;25.0;;;;27156.0
cumul 2023-2024;0301629H;Organisme de formation-Centre de formation d'apprentis du Gard de la Chambre de Métiers et de l'Artisanat de la Région Occitanie, Nîmes;OCCITANIE;Autres formations de niveau 3;;;;;;;;27159.0
cumul 2023-2024;0311348X;Organisme de formation - Centre de formation d'apprentis du Comminges;OCCITANIE;BAC;;;;40.0;;;;27205.0
cumul 2023-2024;0311348X;Organisme de formation - Centre de formation d'apprentis du Comminges;OCCITANIE;CAP;42.0;53.0;44.0;50.0;;;;27207.0
cumul 2023-2024;0311375B;Organisme de formation - Centre de formation d'apprentis Coiffure esthetique Jasmin;OCCITANIE;CAP;61.0;59.0;39.0;55.0;;;;27213.0
cumul 2023-2024;0311375B;Organisme de formation - Centre de formation d'apprentis Coiffure esthetique Jasmin;OCCITANIE;MC3;68.0;;12.0;28.0;;;;27214.0
cumul 2023-2024;0311716X;Organisme de formation - Centre de formation d'apprentis Pôle Formation - UIMM Occitanie site de Beauzelle;OCCITANIE;BTS;39.0;77.0;31.0;26.0;;;;27216.0
cumul 2023-2024;0311717Y;Organisme de formation - Centre de formation d'apprentis Commerce et Services;OCCITANIE;BAC;37.0;52.0;;61.0;;;;27218.0
cumul 2023-2024;0312135C;ESARC Evolution Toulouse;OCCITANIE;BTS;;;;;;;;27243.0
cumul 2023-2024;0312186H;INSTITUT ROUSSEAU;OCCITANIE;BTS;68.0;62.0;;42.0;;;;27244.0
cumul 2023-2024;0312211K;Institut Supérieur Technique privé d'Enseignement  et de Formation Toulouse;OCCITANIE;BTS;;;35.0;;;;;27245.0
cumul 2023-2024;0312240S;Organisme de formation - Centre de formation d'apprentis AFTRAL Transport et Logistique;OCCITANIE;Autres formations de niveau 3;20.0;86.0;;13.0;;;;27254.0
cumul 2023-2024;0312330P;Centre de formation des apprentis agricole Piémont-Pyrénées   EPLA de Saint-Gaudens;OCCITANIE;Autres formations de niveau 3;;;;;;;;27259.0
cumul 2023-2024;0312331R;CFA Toulouse Auzeville;OCCITANIE;BTS;28.0;70.0;50.0;40.0;;;;27268.0
cumul 2023-2024;0312727W;Ecole Technique Privée ISSEC PIGIER - Sections Post-BTS;OCCITANIE;Autres formations de niveau 4;23.0;72.0;;33.0;;;;27298.0
cumul 2023-2024;0312738H;Organisme de formation - Centre de formation d'apprentis ASPECT Occitanie;OCCITANIE;CAP;31.0;49.0;;32.0;;;;27307.0
cumul 2023-2024;0312859P;Organisme de formation - Centre de formation d'apprentis FORMAPOSTE;OCCITANIE;Autres formations de niveau 3;;;;;;;;27311.0
cumul 2023-2024;0312895D;Section d'apprentissage de l'Institut de Formation, Recherche, Animation, Sanitaire et Social;OCCITANIE;CAP;;;;;;;;27315.0
cumul 2023-2024;0312912X;Centre de formation d'apprentis de l'académie de Toulouse;OCCITANIE;Autres formations de niveau 3;14.0;66.0;;22.0;;;;27323.0
cumul 2023-2024;0312912X;Centre de formation d'apprentis de l'académie de Toulouse;OCCITANIE;BTS;44.0;75.0;27.0;32.0;;;;27328.0
cumul 2023-2024;0312912X;Centre de formation d'apprentis de l'académie de Toulouse;OCCITANIE;CAP;40.0;58.0;29.0;37.0;;;;27329.0
cumul 2023-2024;0313003W;Organisme de formation - Centre de formation d'apprentis Institut Supérieur Vidal;OCCITANIE;BTS;45.0;53.0;57.0;55.0;;;;27352.0
cumul 2023-2024;0313009C;Organisme de formation - Centre de formation d'apprentis PROSFORMA;OCCITANIE;Autres formations de niveau 4;;;;;;;;27359.0
cumul 2023-2024;0313009C;Organisme de formation - Centre de formation d'apprentis PROSFORMA;OCCITANIE;Autres formations de niveau 5;17.0;60.0;;49.0;;;;27360.0
cumul 2023-2024;0313013G;Organisme de formation - Centre de formation d'apprentis SAS IFCDis Groupe;OCCITANIE;Autres formations de niveau 5;16.0;64.0;;42.0;;;;27364.0
cumul 2023-2024;0313022S;Organisme de formation - Centre de formation d'apprentis CVIFS;OCCITANIE;Autres formations de niveau 3;7.0;52.0;;;;;;27367.0
cumul 2023-2024;0313022S;Organisme de formation - Centre de formation d'apprentis CVIFS;OCCITANIE;Autres formations de niveau 4;9.0;43.0;;29.0;;;;27368.0
cumul 2023-2024;0320677M;Centre de formation d'Apprentis Agricole du Gers;OCCITANIE;Autres formations de niveau 4;;;;;;;;27407.0
cumul 2023-2024;0320745L;Organisme de formation - Centre de formation d'apprentis CCI FORMATION GERS;OCCITANIE;Autres formations de niveau 4;;;;;;;;27414.0
cumul 2023-2024;0330174K;Maison Familiale Rurale Saint-Trelody - Lesparre;NOUVELLE-AQUITAINE;Autres formations de niveau 5;;;;;;;;27420.0
cumul 2023-2024;0331712G;Organisme de formation-Centre de formation d'apprentis Hygie Formations Pharmacie d'Aquitaine;NOUVELLE-AQUITAINE;BP;13.0;78.0;17.0;10.0;;;;27439.0
cumul 2023-2024;0332197J;Organisme de formation-Centre de formation d'apprentis du BTP de la Gironde de Blanquefort;NOUVELLE-AQUITAINE;Autres formations de niveau 5;10.0;;;39.0;;;;27443.0
cumul 2023-2024;0332813D;Organisme de formation-Centre de formation d'apprentis Campus du lac Bordeaux;NOUVELLE-AQUITAINE;BTS;51.0;64.0;38.0;48.0;;;;27473.0
cumul 2023-2024;0332813D;Organisme de formation-Centre de formation d'apprentis Campus du lac Bordeaux;NOUVELLE-AQUITAINE;MC3;17.0;67.0;24.0;37.0;;;;27475.0
cumul 2023-2024;0332814E;Organisme de formation-Centre de Formation d'apprentis de l'industrie (CFAI) Aquitaine;NOUVELLE-AQUITAINE;Autres formations de niveau 5;;;;;;;;27477.0
cumul 2023-2024;0332882D;Organisme de formation-Centre de formation d'apprentis compagnons du devoir de Bordeaux;NOUVELLE-AQUITAINE;BTS;61.0;;57.0;43.0;;;;27497.0
cumul 2022-2023;0681710P;Centre de Formation d'apprentis de l'artisanat;GRAND EST;BP;35.0;56.0;31.0;34.0;63.0;;;21503.0
cumul 2022-2023;0694400H;Organisme de formation-Centre de formation d'apprentis ACI PERFORMANCE Villeurbanne;AUVERGNE-RHONE-ALPES;Autres formations de niveau 3;33.0;65.0;;51.0;74.0;;;21509.0
cumul 2022-2023;0711566S;POLE FORMATION UIMM BOURGOGNE 21-71;BOURGOGNE-FRANCHE-COMTE;BTS;30.0;89.0;35.0;27.0;91.0;;;21511.0
cumul 2022-2023;0720930V;Organisme de formation-Centre de formation d'apprentis de la Chambre de commerce et d'industrie Le Mans Sarthe;PAYS DE LA LOIRE;BP;4.0;85.0;;30.0;85.0;;;21513.0
cumul 2022-2023;0741408D;Maison Familiale Rurale de Cruseilles;AUVERGNE-RHONE-ALPES;BTS;22.0;81.0;31.0;46.0;67.0;;;21517.0
cumul 2022-2023;0333000G;Organisme de formation-Centre de formation d'apprentis INHNI Propreté;NOUVELLE-AQUITAINE;CAP;35.0;70.0;43.0;56.0;71.0;;;21521.0
cumul 2022-2023;0341493N;Organisme de formation-Centre de formation d'apprentis du BTP de l'Hérault, Montpellier;OCCITANIE;BP;21.0;72.0;36.0;34.0;71.0;;;21525.0
cumul 2022-2023;0442349P;Organisme de formation-Centre de formation d'apprentis de St Félix la Salle - OGEC Nantes Erdre;PAYS DE LA LOIRE;BAC;54.0;34.0;;10.0;72.0;;;21541.0
cumul 2022-2023;0501614H;Organisme de formation-Centre de formation d'apprentis groupe FIM Saint-Lo;NORMANDIE;BTS;49.0;72.0;33.0;35.0;83.0;;;21547.0
cumul 2022-2023;0530909A;CFA de la Mayenne Agricampus Laval;PAYS DE LA LOIRE;Autres formations de niveau 4;7.0;84.0;;14.0;84.0;;;21552.0
cumul 2022-2023;0542533K;Organisme de formation-Centre de formation d'apprentis CCI Formation EESC de Laxou;GRAND EST;BTS;47.0;63.0;41.0;46.0;68.0;;;21554.0
cumul 2022-2023;0572998Z;Greta Lorraine Est;GRAND EST;CAP;43.0;54.0;34.0;46.0;63.0;;;21557.0
cumul 2022-2023;0596792M;CFA Académique - Académie de Lille;HAUTS-DE-FRANCE;BAC;41.0;66.0;;33.0;72.0;;;21561.0
cumul 2022-2023;0597090L;CFA de convention Régionale Hauts de France Jean Bosco;HAUTS-DE-FRANCE;BTS;42.0;72.0;41.0;40.0;77.0;;;21562.0
cumul 2022-2023;0171401F;CFA de la Charente Maritime;NOUVELLE-AQUITAINE;Autres formations de niveau 4;11.0;83.0;;26.0;83.0;;;21566.0
cumul 2022-2023;0241329P;Organisme de formation-Centre de formation d'apprentis Fauvel Formation Bergerac;NOUVELLE-AQUITAINE;Autres formations de niveau 3;34.0;;;23.0;;;;21573.0
cumul 2022-2023;0573680R;Site de l'Institut de formation-CFA ARTEMYS de Metz;GRAND EST;BTS;32.0;56.0;77.0;55.0;62.0;;;21576.0
cumul 2022-2023;0754292H;Institut Supérieur d'Optique de Paris;ILE-DE-FRANCE;BTS;36.0;84.0;40.0;38.0;84.0;;;21582.0
cumul 2022-2023;0291792R;IFAC-CCI MBO Campus des métiers;BRETAGNE;MC3;37.0;71.0;22.0;23.0;81.0;;;21587.0
cumul 2022-2023;0292374Y;OF - CFA AFTRAL Brest;BRETAGNE;Autres formations de niveau 5;30.0;;;10.0;;;;21589.0
cumul 2022-2023;0331712G;Organisme de formation-Centre de formation d'apprentis Hygie Formations Pharmacie d'Aquitaine;NOUVELLE-AQUITAINE;Autres formations de niveau 5;;;;24.0;;;;21595.0
cumul 2022-2023;0030124U;Centre de formation d'apprentis - Institut de formation interprofessionnel de l'Allier;AUVERGNE-RHONE-ALPES;BAC;33.0;76.0;;36.0;83.0;;;21597.0
cumul 2022-2023;0061992H;Ecole supérieure privée ISCAE;PROVENCE-ALPES-COTE D'AZUR;BTS;57.0;36.0;47.0;55.0;55.0;;;21601.0
cumul 2022-2023;0133645S;Ecole de la construction des infrastructures et réseaux APPRENTISSAGE;PROVENCE-ALPES-COTE D'AZUR;CAP;51.0;82.0;21.0;27.0;90.0;;;21607.0
cumul 2022-2023;0133927Y;CFA BTP ARLES;PROVENCE-ALPES-COTE D'AZUR;CAP;39.0;66.0;32.0;51.0;69.0;;;21608.0
cumul 2022-2023;0141903T;Maison Familiale Rurale de Blangy-le-Château;NORMANDIE;CAP;42.0;43.0;4.0;33.0;70.0;;;21609.0
cumul 2022-2023;9741771G;Organisme formation - Centre de formation d'apprentis Eximus formation Saint André;LA REUNION;Autres formations de niveau 3;53.0;21.0;;27.0;31.0;;;21620.0
cumul 2022-2023;0782113Y;CFA CEZ Rambouillet;ILE-DE-FRANCE;BP;42.0;;;54.0;;;;21624.0
cumul 2022-2023;0802197D;Organisme de formation-Centre de formation d'apprentis AFEC Amiens;HAUTS-DE-FRANCE;CAP;12.0;71.0;30.0;24.0;73.0;;;21628.0
cumul 2022-2023;0820746R;Organisme de formation - Centre de formation d'apprentis départemental Ecole des métiers;OCCITANIE;BP;16.0;67.0;46.0;35.0;74.0;;;21629.0
cumul 2022-2023;0780762E;Organisme de formation-Centre de formation d'apprentis - Transport et logistique Aftral - le Tremblay-sur-Mauldre;ILE-DE-FRANCE;CAP;23.0;76.0;40.0;37.0;77.0;;;21648.0
cumul 2022-2023;0783706E;Organisme de formation-Centre de formation d'apprentis Institut National du Cycle et du Motocycle;ILE-DE-FRANCE;CAP;77.0;;32.0;49.0;;;;21655.0
cumul 2022-2023;0790988V;Maison Familiale Rurale de Saint-Loup-Lamairé;NOUVELLE-AQUITAINE;BAC;33.0;;;20.0;;;;21657.0
cumul 2022-2023;0790991Y;Maison Familiale Rurale de Secondigny;NOUVELLE-AQUITAINE;BAC;;;;47.0;;;;21658.0
cumul 2022-2023;0791115H;CFPPA de Bressuire;NOUVELLE-AQUITAINE;Autres formations de niveau 4;;;;;;;;21659.0
cumul 2022-2023;0802004U;Organisme de formation-Centre de formation d'apprentis de AFTRAL CFA Transport Logistique Hauts de France Longueau;HAUTS-DE-FRANCE;BAC;;;;21.0;;;;21661.0
cumul 2022-2023;0802190W;Organisme de formation-Centre de formation d'apprentis SAS HAIRDRESSER'S ACADEMY Amiens;HAUTS-DE-FRANCE;CAP;;;;38.0;;;;21666.0
cumul 2022-2023;0811371A;Organisme de formation - Centre de formation d'apprentis Couzi formation;OCCITANIE;Autres formations de niveau 3;;;;;;;;21670.0
cumul 2022-2023;0831771Z;Organisme de formation-Centre de formation d'apprentis Fabrik tête d'affiche Fréjus;PROVENCE-ALPES-COTE D'AZUR;BP;;;;69.0;;;;21677.0
cumul 2022-2023;0851196N;Organisme de formation-Centre de formation d'apprentis de NOVEHA - Montaigu;PAYS DE LA LOIRE;Autres formations de niveau 4;9.0;90.0;;27.0;80.0;;;21693.0
cumul 2022-2023;0851232C;Maison Familiale Rurale de Mareuil-sur-Lay-Dissais;PAYS DE LA LOIRE;BAC;47.0;75.0;;18.0;88.0;;;21698.0
cumul 2022-2023;0851235F;Maison Familiale Rurale de Saint-Fulgent;PAYS DE LA LOIRE;BAC;;;;4.0;;;;21699.0
cumul 2022-2023;0851688Y;Organisme de formation-Centre de formation d'apprentis de AFTRAL LES HERBIERS;PAYS DE LA LOIRE;CAP;;;;17.0;;;;21702.0
cumul 2022-2023;0861231W;Organisme de formation - Centre de formation d'apprentis AFTRAL 86;NOUVELLE-AQUITAINE;Autres formations de niveau 3;;;;;;;;21706.0
cumul 2022-2023;0861252U;Centre de Plein Air MJC Lathus;NOUVELLE-AQUITAINE;Autres formations de niveau 4;15.0;73.0;;14.0;68.0;;;21708.0
cumul 2022-2023;0911333E;Organisme de formation-Centre de formation d'apprentis - Métiers du Bâtiment et de la Construction - Bretigny sur Orge;ILE-DE-FRANCE;Autres formations de niveau 3;;;;;;;;21729.0
