Année;UAI;Libellé;Région;Niveau formation;Taux poursuite études;Taux emploi 6 mois;Taux interruption formation;Part contrats apprentissage interrompus;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2022-2023;0912447R;Organisme de formation-Centre de formation d'apprentis Form'alacarte - Epinay-sur-orge;ILE-DE-FRANCE;Autres formations de niveau 3;;;;;;;;21733.0
cumul 2022-2023;0921379Z;Organisme de formation-Centre de formation d'apprentis des métiers du bâtiment BTP CFA - Rueil-Malmaison;ILE-DE-FRANCE;BP;12.0;77.0;;27.0;77.0;;;21734.0
cumul 2022-2023;0922729S;Organisme de formation-Centre de formation d apprentis Centre d'études, de recherche et de formation Nanterre;ILE-DE-FRANCE;BP;;;;;;;;21737.0
cumul 2022-2023;0922754U;Organisme de formation-Centre de formation d'apprentis 1901 Formation - Issy les Moulineaux;ILE-DE-FRANCE;Autres formations de niveau 3;96.0;;;21.0;;;;21738.0
cumul 2022-2023;0922869U;Organisme de formation-Centre de formation d'apprentis - Institut de Formation Carrières Communication et Vente IFCV Apprentissage;ILE-DE-FRANCE;BAC;;;;69.0;;;;21741.0
cumul 2022-2023;0922978M;Organisme de formation-Centre de formation d'apprentis Promotrans Campus Paris - La Défense - Courbevoie;ILE-DE-FRANCE;BTS;;;;;;;;21748.0
cumul 2022-2023;0923001M;Organisme de formation-Centre de formation d'apprentis - Académie By Transdev;ILE-DE-FRANCE;CAP;0.0;83.0;;;83.0;;;21749.0
cumul 2022-2023;0931815T;CFA du Bâtiment et des Travaux Publics;ILE-DE-FRANCE;MC3;;;;;;;;21751.0
cumul 2022-2023;0941925G;CFA Environnement et hygiène des locaux;ILE-DE-FRANCE;CAP;44.0;74.0;50.0;47.0;68.0;;;21758.0
cumul 2022-2023;0942288B;Eco Campus du Bâtiment - CFA Gestes Formation;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;21761.0
cumul 2022-2023;0942453F;CFA France Metiers - Activ Métiers;ILE-DE-FRANCE;Autres formations de niveau 3;;;;;;;;21764.0
cumul 2022-2023;0951285F;Organisme de formation - Centre de formation d'apprentis GARAC - Ecole Nationale des Professions de l'Automobile - ARGENTEUIL;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;21767.0
cumul 2022-2023;7200675W;Centre de formation d'apprentis Haute Corse Furiani;CORSE;Autres formations de niveau 5;;;;;;;;21774.0
cumul 2022-2023;9720858A;OF-CFA AFP BTP AMEP 972;MARTINIQUE;BTS;59.0;;;43.0;;;;21783.0
cumul 2022-2023;9730367L;Maison Familiale Rurale de Mana;GUYANE;BTS;35.0;37.0;;8.0;33.0;;;21789.0
cumul 2022-2023;9740987E;Centre de Formation d'Apprentis Urma  de Saint André;LA REUNION;BTS;;;;43.0;;;;21792.0
cumul 2022-2023;9741090S;CFA FORMA TERRA;LA REUNION;Autres formations de niveau 4;;;;;;;;21794.0
cumul 2022-2023;9741588H;Centre de Formation d'Apprentis Académique;LA REUNION;Autres formations de niveau 4;;;;;;;;21796.0
cumul 2022-2023;9741666T;Organisme de formation-Centre de formation d'apprentis Expernet Le Port;LA REUNION;Autres formations de niveau 5;;;;21.0;;;;21798.0
cumul 2022-2023;9741717Y;Organisme formation - Centre de formation Isec Formation Le Port;LA REUNION;Autres formations de niveau 4;;;;47.0;;;;21804.0
cumul 2022-2023;9741736U;Organisme formation-Centre de formation d'Apprentis Association FAIR Formation Animation Insertion Réunion St Pierre;LA REUNION;Autres formations de niveau 5;;;;;;;;21809.0
cumul 2022-2023;9741749H;Organisme formation-Centre de formation d'apprentis CONCEPT FORMATION de Sainte Clotilde;LA REUNION;BTS;;;;;;;;21812.0
cumul 2022-2023;9741750J;Organisme formation-Centre de formation d'apprentis La Fashion Boutique de Saint Pierre;LA REUNION;BP;;;;37.0;;;;21814.0
cumul 2022-2023;9741755P;Organisme formation - Centre de formation d'Apprentis Start Sécurité Formation Piton Saint Leu;LA REUNION;Autres formations de niveau 3;;;;;;;;21816.0
cumul 2022-2023;9741774K;Organisme formation - Centre de formation d'Apprentis ADSL Association pour le Développement Social Local Saint André;LA REUNION;Autres formations de niveau 5;;;;;;;;21819.0
cumul 2022-2023;9741778P;Organisme formation - centre de formation d'apprentis Cabinet Raharison Le Tampon;LA REUNION;BAC;;;;;;;;21821.0
cumul 2022-2023;9741786Y;Organisme formation - Centre de formation d'apprentis Institut de développement international des savoirs Le Port;LA REUNION;Autres formations de niveau 4;15.0;;;19.0;;;;21822.0
cumul 2022-2023;9741812B;Organisme formation - Centre formation d'Apprentis AIRLISE FORMATION Saint Denis;LA REUNION;Autres formations de niveau 4;61.0;;;45.0;;;;21824.0
cumul 2022-2023;9741833Z;Organisme formation - Centre formation d'Apprentis Elfe coaching consel et assistance Sainte Clotilde;LA REUNION;Autres formations de niveau 3;;;;;;;;21830.0
cumul 2022-2023;9741836C;Organisme formation - Centre formation d'Apprentis Skills Development Saint Denis;LA REUNION;Autres formations de niveau 3;;;;64.0;;;;21831.0
cumul 2022-2023;9741842J;Organisme formation - Centre formation d'Apprentis CABEXPERT Sainte Clotilde;LA REUNION;Autres formations de niveau 4;;;;;;;;21832.0
cumul 2022-2023;0623325C;Maison Familiale Rurale de Campagne-lès-Boulonnais;HAUTS-DE-FRANCE;BTS;46.0;;55.0;44.0;;;;21840.0
cumul 2022-2023;0624334Z;CFA Relais Avenir Pro (Association pour la Promotion et la Valorisation de l'Insertion Socio-Professionnelle vers le milieu Ordinaire du Travail);HAUTS-DE-FRANCE;Autres formations de niveau 4;;;;;;;;21843.0
cumul 2022-2023;0624496A;Organisme de formation-Centre de Formation d'apprentis de l'Académie Culinaire Stéphane Bulteau de BOULOGNE-SUR-MER;HAUTS-DE-FRANCE;MC3;;;;;;;;21847.0
cumul 2022-2023;0630003L;Cours Supérieur de Coiffure, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;BP;7.0;84.0;40.0;32.0;76.0;;;21850.0
cumul 2022-2023;0640235H;Organisme de formation-Centre de formation d'apprentis de l'agglomération côte Basque - Adour;NOUVELLE-AQUITAINE;Autres formations de niveau 3;;;;;;;;21863.0
cumul 2022-2023;0642157X;Organisme de formation-Centre de formation d'apprentis Outdoor Formation de Louhossoa;NOUVELLE-AQUITAINE;Autres formations de niveau 4;5.0;70.0;;21.0;70.0;;;21869.0
cumul 2022-2023;0660552S;Néosup, Ecole supérieure;OCCITANIE;Autres formations de niveau 4;75.0;;;41.0;;;;21872.0
cumul 2022-2023;0660733N;CFA Pyrénées Orientales;OCCITANIE;CAP;57.0;49.0;;52.0;61.0;;;21874.0
cumul 2022-2023;0672902R;Association régionale pour l'apprentissage dans le secteur sanitaire, social et médico-social du Grand Est;GRAND EST;BTS;;;;33.0;;;;21883.0
cumul 2022-2023;0673067V;Exactétudes;GRAND EST;Autres formations de niveau 4;;;;;;;;21885.0
cumul 2022-2023;0673147G;Centre de formation des Apprentis de l'académie de Strasbourg;GRAND EST;Autres formations de niveau 4;20.0;87.0;;28.0;87.0;;;21887.0
cumul 2022-2023;0673171H;Association L'Atelier - Centre de formation;GRAND EST;CAP;;;;;;;;21890.0
cumul 2022-2023;0690723L;Centre de formation CARREL;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;;;;;;;;21894.0
cumul 2022-2023;0690723L;Centre de formation CARREL;AUVERGNE-RHONE-ALPES;Autres formations de niveau 3;;;;;;;;21895.0
cumul 2022-2023;0692514H;Organisme de formation-Centre de formation d'apprentis Société d'Enseignement Professionnel du Rhône LYON;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;25.0;73.0;;26.0;79.0;;;21897.0
cumul 2022-2023;0693002N;GRETA-CFA Rhône;AUVERGNE-RHONE-ALPES;Autres formations de niveau 3;;;;;;;;21900.0
cumul 2022-2023;0694351E;Centre de formation continue enseignement secondaire professionnel bien être A Fleur de Peau;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;;;;;;;;21904.0
cumul 2022-2023;0694365V;Ecole technique supérieure privée Camas Academy;AUVERGNE-RHONE-ALPES;BTS;;;;;;;;21905.0
cumul 2022-2023;0700954G;Maison Familiale Rurale de Combeaufon;BOURGOGNE-FRANCHE-COMTE;BAC;;;;40.0;;;;21914.0
cumul 2022-2023;0711915W;ALTERNANCE BOURGOGNE;BOURGOGNE-FRANCHE-COMTE;BAC;;;;3.0;;;;21916.0
cumul 2022-2023;0711947F;IFP'ALTERNANCE;BOURGOGNE-FRANCHE-COMTE;Autres formations de niveau 5;;;;;;;;21917.0
cumul 2022-2023;0720927S;Organisme de formation-Centre de formation d'apprentis de coiffure de la Sarthe - Le Mans;PAYS DE LA LOIRE;CAP;93.0;;15.0;33.0;;;;21918.0
cumul 2022-2023;0721522N;ECOFAC LE MANS ECOFAC EVOLUTION;PAYS DE LA LOIRE;Autres formations de niveau 3;13.0;52.0;;52.0;70.0;;;21922.0
cumul 2022-2023;0741776D;Organisme de formation-Centre de formation d'apprentis de Tetras-Annecy;AUVERGNE-RHONE-ALPES;Autres formations de niveau 5;;;;48.0;;;;21925.0
cumul 2022-2023;0756010A;OF-CFA Webforce3;ILE-DE-FRANCE;Autres formations de niveau 5;18.0;57.0;;15.0;64.0;;;21928.0
cumul 2022-2023;0756251M;OF-FC CFAS INSTITUT;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;21933.0
cumul 2022-2023;0756360F;Of-Cfa Forma' Institut de Formation de la FSCF;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;21934.0
cumul 2022-2023;0761817M;Bâtiment CFA Le Havre;NORMANDIE;MC4;;;;;;;;21936.0
cumul 2022-2023;0693764S;AKTEAP;AUVERGNE-RHONE-ALPES;MC4;38.0;;8.0;20.0;;;;21945.0
cumul 2022-2023;0694268P;INST FORM METIERS DE LA MAISON;AUVERGNE-RHONE-ALPES;CAP;;;;;;;;21947.0
cumul 2022-2023;0711859K;CFA du Sacré Coeur;BOURGOGNE-FRANCHE-COMTE;BAC;;;;;;;;21952.0
cumul 2022-2023;0741438L;Maison Familiale Rurale de Seyssel;AUVERGNE-RHONE-ALPES;BAC;;;;0.0;;;;21956.0
cumul 2022-2023;0741796A;Organisme de formation-Centre de formation d apprentis de PALAFIS ANNECY;AUVERGNE-RHONE-ALPES;Autres formations de niveau 5;;;;;;;;21958.0
cumul 2022-2023;0762306U;Maison Familiale Rurale de La Cerlangue;NORMANDIE;CAP;;;;28.0;;;;21970.0
cumul 2022-2023;0333554J;Organisme de formation-Centre de formation d'apprentis Aftral de Blanquefort;NOUVELLE-AQUITAINE;Autres formations de niveau 3;;;;;;;;21990.0
cumul 2022-2023;0341621C;CFA de l'Hérault;OCCITANIE;Autres formations de niveau 3;;;;;;;;21992.0
cumul 2022-2023;0342514Y;Organisme de formation-Centre de formation d'apprentis de ACADEMEE, Pérols;OCCITANIE;Autres formations de niveau 4;;;;;;;;21998.0
cumul 2022-2023;0131903Y;CFA DE LA COIFFURE ARCOLE;PROVENCE-ALPES-COTE D'AZUR;CAP;53.0;23.0;46.0;56.0;46.0;;;22506.0
cumul 2022-2023;0132976P;Greta-CFA Provence;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 3;;;;;;;;22509.0
cumul 2022-2023;0134420J;OF-CFA - CFA MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;;;;;;;;22526.0
cumul 2022-2023;0150605B;Centre de formation d'apprentis du bâtiment et travaux publics Georges Boché;AUVERGNE-RHONE-ALPES;BAC;;;;;;;;22538.0
cumul 2022-2023;0912283M;ASCENCIA Evry;ILE-DE-FRANCE;Autres formations de niveau 5;84.0;;;42.0;;;;22552.0
cumul 2022-2023;0932753M;CFA Simplon;ILE-DE-FRANCE;Autres formations de niveau 4;34.0;54.0;;23.0;59.0;;;22558.0
cumul 2022-2023;0951625A;Organisme de formation-Centre de formation d'apprentis des métiers du bâtiment BTP CFA - Ermont;ILE-DE-FRANCE;BP;18.0;79.0;38.0;30.0;81.0;;;22560.0
cumul 2022-2023;9741089R;Centre de Formation d'Apprentis Chambre des Métiers de l'Ouest;LA REUNION;CAP;27.0;45.0;;54.0;50.0;;;22564.0
cumul 2022-2023;9741588H;Centre de Formation d'Apprentis Académique;LA REUNION;BTS;40.0;57.0;44.0;28.0;68.0;;;22566.0
cumul 2022-2023;9741665S;Organisme de formation-Centre de formation d'apprentis Institut de formation de la Réunion Sainte Marie;LA REUNION;Autres formations de niveau 5;21.0;82.0;;50.0;82.0;;;22568.0
cumul 2022-2023;9741676D;Organisme de formation-Centre de formation d'apprentis Centre Réunionnais d'Entreprise Educative Saint Paul;LA REUNION;CAP;15.0;60.0;75.0;67.0;58.0;;;22569.0
cumul 2022-2023;0010965U;Organisme de formation-Centre de formation d'apprentis du BTP Ain BOURG EN BRESSE;AUVERGNE-RHONE-ALPES;CAP;50.0;67.0;33.0;35.0;72.0;;;22574.0
cumul 2022-2023;0031135T;ASSOCIATION PORTE AVENIR FORMATION;AUVERGNE-RHONE-ALPES;Autres formations de niveau 5;;;;57.0;;;;22576.0
cumul 2022-2023;0040161D;OF CFA CAMPUS DE DIGNE;PROVENCE-ALPES-COTE D'AZUR;BP;18.0;65.0;53.0;30.0;76.0;;;22577.0
cumul 2022-2023;0692366X;Centre de Formation continue des Métiers des Arts de la Coiffure;AUVERGNE-RHONE-ALPES;BP;11.0;64.0;47.0;54.0;51.0;;;22605.0
cumul 2022-2023;0332882D;Organisme de formation-Centre de formation d'apprentis compagnons du devoir de Bordeaux;NOUVELLE-AQUITAINE;CAP;51.0;65.0;27.0;31.0;68.0;;;22619.0
cumul 2022-2023;0333246Z;Institut supérieur d'optique;NOUVELLE-AQUITAINE;BTS;62.0;77.0;;34.0;85.0;;;22620.0
cumul 2022-2023;0333440K;organisme de formation-centre de formation d'apprentis ifp bordeaux;NOUVELLE-AQUITAINE;BTS;65.0;62.0;51.0;53.0;54.0;;;22621.0
cumul 2022-2023;0341541R;Greta Hérault Ouest;OCCITANIE;BTS;72.0;44.0;;37.0;52.0;;;22623.0
cumul 2022-2023;0342419V;Pigier, Etablissement d'enseignement technique supérieur privé;OCCITANIE;Autres formations de niveau 4;9.0;83.0;;24.0;80.0;;;22625.0
cumul 2022-2023;0370983T;Organisme de formation-Centre de formation d'apprentis de CFA MFEO - SORIGNY;CENTRE-VAL DE LOIRE;Autres formations de niveau 5;;;;;;;;22630.0
cumul 2022-2023;0371561W;Organisme de formation d'apprentis de l'Académie de la coiffure de Touraine - TOURS;CENTRE-VAL DE LOIRE;Autres formations de niveau 5;;;;35.0;;;;22631.0
cumul 2022-2023;0383232G;Organisme de formation-Centre de formation d apprentis de MFR SAINT-EGREVE;AUVERGNE-RHONE-ALPES;BAC;41.0;70.0;;36.0;83.0;;;22636.0
cumul 2022-2023;0442416M;Organisme de formation-Centre de formation d'apprentis BTP CFA Saint-Herblain;PAYS DE LA LOIRE;BP;16.0;85.0;36.0;25.0;87.0;;;22641.0
cumul 2022-2023;0450809K;Site de formation d'apprentis - Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Orléans;CENTRE-VAL DE LOIRE;BAC;26.0;84.0;;26.0;86.0;;;22646.0
cumul 2022-2023;0451708M;Organisme de formation-Centre de formation d'apprentis de GIP FTLV-IP ACADEMIE ORLEANS-TOURS-ORLEANS;CENTRE-VAL DE LOIRE;BTS;35.0;77.0;32.0;32.0;82.0;;;22648.0
cumul 2022-2023;0451708M;Organisme de formation-Centre de formation d'apprentis de GIP FTLV-IP ACADEMIE ORLEANS-TOURS-ORLEANS;CENTRE-VAL DE LOIRE;MC4;6.0;74.0;11.0;16.0;85.0;;;22649.0
cumul 2022-2023;0451782T;Organisme de formation-Centre de formation d'apprentis de BTP - Centre Val de Loire Saran;CENTRE-VAL DE LOIRE;BTS;30.0;77.0;51.0;42.0;83.0;;;22650.0
cumul 2022-2023;0491840J;Maison Familiale Rurale de Montreuil-Bellay;PAYS DE LA LOIRE;CAP;59.0;70.0;;30.0;78.0;;;22651.0
cumul 2022-2023;0501614H;Organisme de formation-Centre de formation d'apprentis groupe FIM Saint-Lo;NORMANDIE;MC3;20.0;67.0;47.0;50.0;83.0;;;22655.0
cumul 2022-2023;0573003E;Greta Lorraine Nord;GRAND EST;Autres formations de niveau 5;2.0;98.0;;8.0;87.0;;;22660.0
cumul 2022-2023;0171401F;CFA de la Charente Maritime;NOUVELLE-AQUITAINE;BTS;22.0;79.0;30.0;27.0;75.0;;;22667.0
cumul 2022-2023;0212274H;IFP'ALTERNANCE SAS;BOURGOGNE-FRANCHE-COMTE;Autres formations de niveau 3;;;;62.0;;;;22671.0
cumul 2022-2023;0222051K;CFA Inside Campus Plérin;BRETAGNE;BTS;58.0;64.0;24.0;40.0;68.0;;;22674.0
cumul 2022-2023;0240051A;Organisme de formation-Centre de formation d'apprentis du BTP de la Dordogne de Périgueux;NOUVELLE-AQUITAINE;CAP;45.0;63.0;36.0;43.0;73.0;;;22675.0
cumul 2022-2023;0251519R;CFA Hilaire de Chardonnet;BOURGOGNE-FRANCHE-COMTE;BAC;44.0;77.0;;49.0;82.0;;;22678.0
cumul 2022-2023;0251780Z;CFA Académique de Franche-Comté;BOURGOGNE-FRANCHE-COMTE;MC4;23.0;79.0;20.0;12.0;82.0;;;22679.0
cumul 2022-2023;0763491G;Centre de formation d'apprentis de la chambre des métiers et de l'artisanat de la Seine-Maritime;NORMANDIE;Autres formations de niveau 4;9.0;100.0;;;100.0;;;22690.0
cumul 2022-2023;0271177H;Bâtiment CFA Evreux;NORMANDIE;CAP;56.0;59.0;31.0;40.0;73.0;;;22691.0
cumul 2022-2023;0040161D;OF CFA CAMPUS DE DIGNE;PROVENCE-ALPES-COTE D'AZUR;BTS;27.0;62.0;51.0;27.0;65.0;;;22700.0
cumul 2022-2023;0150605B;Centre de formation d'apprentis du bâtiment et travaux publics Georges Boché;AUVERGNE-RHONE-ALPES;CAP;47.0;74.0;26.0;37.0;82.0;;;22718.0
cumul 2022-2023;0783545E;Ecole Supérieure ENSUP;ILE-DE-FRANCE;BTS;60.0;71.0;41.0;44.0;74.0;;;22720.0
cumul 2022-2023;0820807G;Centre de formation des apprentis du Tarn-et-Garonne;OCCITANIE;BTS;25.0;83.0;;31.0;87.0;;;22723.0
cumul 2022-2023;0831374T;Organisme de formation-Centre de formation d'apprentis CMA formation campus Le Beausset;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;23.0;83.0;;48.0;85.0;;;22725.0
cumul 2022-2023;0831608X;Organisme de formation-Centre de formation d'apprentis CMA formation campus La Seyne sur Mer;PROVENCE-ALPES-COTE D'AZUR;CAP;45.0;52.0;48.0;57.0;66.0;;;22727.0
cumul 2022-2023;0875084D;CTRE DE FORMATION D'APPRENTIS DE L'ACADEMIE DE LIMOGES;NOUVELLE-AQUITAINE;BP;24.0;62.0;57.0;48.0;76.0;;;22730.0
cumul 2022-2023;0875094P;Organisme de formation-Centre de formation d'apprentis de AFTRAL LE PALAIS SUR VIENNE;NOUVELLE-AQUITAINE;Autres formations de niveau 3;;;;18.0;;;;22731.0
cumul 2022-2023;0922941X;Organisme de formation-Centre de formation d'apprentis EBM Business School PROPULSUP - Villeneuve la Garenne;ILE-DE-FRANCE;BTS;45.0;52.0;89.0;64.0;63.0;;;22735.0
cumul 2022-2023;0942262Y;Centre de Formation d'Apprentis AFORPA;ILE-DE-FRANCE;CAP;46.0;74.0;28.0;39.0;78.0;;;22741.0
cumul 2022-2023;0942471A;CFA Blue Concept;ILE-DE-FRANCE;Autres formations de niveau 4;13.0;72.0;;28.0;68.0;;;22743.0
cumul 2022-2023;0942503K;CFA All Technics Communication;ILE-DE-FRANCE;Autres formations de niveau 4;13.0;56.0;;44.0;74.0;;;22744.0
cumul 2022-2023;6200731A;Centre de formation d'apprentis du sport et de l'animation AJACCIO;CORSE;Autres formations de niveau 4;59.0;54.0;;21.0;60.0;;;22746.0
cumul 2022-2023;9711200C;Ifacom Formation;GUADELOUPE;Autres formations de niveau 3;34.0;26.0;;24.0;35.0;;;22749.0
cumul 2022-2023;9741695Z;Organisme de formation-Centre de formation d'apprentis Maison Familiale Rurale du Tampon;LA REUNION;Autres formations de niveau 5;;;;30.0;;;;22755.0
cumul 2022-2023;0624240X;CFA Fédération Compagnonnique des Métiers du Bâtiment (FCMB) - Centre d'ARRAS;HAUTS-DE-FRANCE;BP;24.0;69.0;39.0;25.0;68.0;;;22762.0
cumul 2022-2023;0631977G;Centre de Formation d'Apprentis de l'Education Nationale;AUVERGNE-RHONE-ALPES;Autres formations de niveau 3;9.0;74.0;;7.0;69.0;;;22764.0
cumul 2022-2023;0672902R;Association régionale pour l'apprentissage dans le secteur sanitaire, social et médico-social du Grand Est;GRAND EST;Autres formations de niveau 3;0.0;85.0;;23.0;85.0;;;22776.0
cumul 2022-2023;0673162Y;Institut Santé - For You only;GRAND EST;CAP;51.0;64.0;29.0;25.0;67.0;;;22777.0
cumul 2022-2023;0692210C;Organisme de formation-Centre de formation d'apprentis de l'Industrie LYON;AUVERGNE-RHONE-ALPES;Autres formations de niveau 5;;;;0.0;;;;22778.0
cumul 2022-2023;0692514H;Organisme de formation-Centre de formation d'apprentis Société d'Enseignement Professionnel du Rhône LYON;AUVERGNE-RHONE-ALPES;BAC;40.0;66.0;;48.0;71.0;;;22780.0
cumul 2022-2023;0694061P;Ecole supérieure internationale des métiers de l'aérien - Lyon;AUVERGNE-RHONE-ALPES;BTS;;;;68.0;;;;22784.0
cumul 2022-2023;0721476N;CFA de la Sarthe;PAYS DE LA LOIRE;CAP;46.0;47.0;22.0;43.0;67.0;;;22792.0
cumul 2022-2023;0761817M;Bâtiment CFA Le Havre;NORMANDIE;Autres formations de niveau 3;18.0;;;18.0;;;;22802.0
cumul 2022-2023;0755545V;Centre Privé H3 Campus Paris;ILE-DE-FRANCE;BTS;55.0;63.0;35.0;39.0;65.0;;;22807.0
cumul 2022-2023;0342419V;Pigier, Etablissement d'enseignement technique supérieur privé;OCCITANIE;Autres formations de niveau 5;46.0;57.0;;45.0;60.0;;;22816.0
cumul 2022-2023;0342428E;Organisme de formation-Centre de formation d apprentis du Groupe Alternance Montpellier, Montpellier;OCCITANIE;BTS;39.0;55.0;;67.0;63.0;;;22817.0
cumul 2022-2023;0451653C;Organisme de formation-Centre de formation d'apprentis du CFAI Centre Val de Loire - La Chapelle Saint Mesmin;CENTRE-VAL DE LOIRE;BAC;55.0;70.0;;29.0;70.0;;;22827.0
cumul 2022-2023;0221071V;CFA CMA Bretagne - Campus de Dinan-Aucaleuc;BRETAGNE;Autres formations de niveau 5;;;;;;;;22839.0
cumul 2022-2023;0597214W;Organisme de formation-Centre de formation d'apprentis ID (Innovation Développement) Formation LILLE;HAUTS-DE-FRANCE;Autres formations de niveau 5;;;;29.0;;;;22846.0
cumul 2022-2023;0292382G;CFA Initiatives Formation Pont-de-Buis;BRETAGNE;Autres formations de niveau 5;;;;37.0;;;;22849.0
cumul 2022-2023;0292384J;CFA ITC-MTV QUIMPER;BRETAGNE;BTS;15.0;79.0;52.0;48.0;83.0;;;22850.0
cumul 2022-2023;0602199P;Organisme de formation-Centre de formation d'apprentis de LGX France à Noyon;HAUTS-DE-FRANCE;Autres formations de niveau 5;;;;;;;;22857.0
cumul 2022-2023;0611130X;CFA Sées;NORMANDIE;CAP;54.0;;26.0;55.0;;;;22859.0
cumul 2022-2023;0611294A;CFA interrégional du Cheval et de l'équitation;NORMANDIE;Autres formations de niveau 4;;;;;;;;22860.0
cumul 2022-2023;0632073L;Organisme de formation-Centre de Formation d'Apprentis de Fondation INFA, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;;;;5.0;;;;22878.0
cumul 2022-2023;0660447C;Organisme de formation-Centre de formation d'apprentis de la Chambre de Métiers et de l'Artisanat des Pyrénées-Orientales, Rivesaltes;OCCITANIE;MC3;45.0;64.0;31.0;;64.0;;;22891.0
cumul 2022-2023;0672772Z;Institut européen de formation Pôle Tertiaire;GRAND EST;CAP;;;;;;;;22895.0
cumul 2022-2023;0673093Y;MediaSchool Strasbourg;GRAND EST;BTS;;;;25.0;;;;22898.0
cumul 2022-2023;0681498J;Centre de Formation d'apprentis Centre Alsace Marcel Rudloff;GRAND EST;MC3;46.0;74.0;11.0;11.0;76.0;;;22902.0
cumul 2022-2023;0681983L;Centre de formation d'apprentis de l'hotellerie et restauration;GRAND EST;CAP;40.0;64.0;36.0;51.0;72.0;;;22904.0
cumul 2022-2023;0692210C;Organisme de formation-Centre de formation d'apprentis de l'Industrie LYON;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;33.0;71.0;;19.0;71.0;;;22907.0
