Année;UAI;Libellé;Région;DEVENIR Part poursuite études;DEVENIR Part en emploi 6 mois;DEVENIR Part autre situation 6 mois;Part contrats apprentissage interrompus;Taux poursuite études;Taux emploi 6 mois;Taux emploi 6 mois attendu;VA emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2020-2021;0411066L;Organisme de formation-Centre de formation d'apprentis des métiers du champ social, médico-social et sanitaire - Blois;CENTRE-VAL DE LOIRE;15.0;55.0;30.0;;15.0;64.0;59.0;5.0;62.0;67.0;64.0;2034.0
cumul 2020-2021;0782120F;Organisme de formation-Centre de formation d'apprentis - MFR La Grange Colombe;ILE-DE-FRANCE;31.0;30.0;39.0;;31.0;44.0;48.0;-3.0;56.0;51.0;53.0;2037.0
cumul 2020-2021;0531013N;CFA Santé animale Pré en pail;PAYS DE LA LOIRE;0.0;90.0;10.0;;0.0;90.0;79.0;10.0;90.0;87.0;87.0;2045.0
cumul 2020-2021;0632075N;Organisme de formation-Centre de Formation d'Apprentis d'Alternance Auvergne, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;24.0;51.0;25.0;;24.0;68.0;65.0;3.0;79.0;75.0;79.0;2047.0
cumul 2020-2021;0371796B;OF-CFA-ANTEE FORMATION;CENTRE-VAL DE LOIRE;18.0;42.0;40.0;;18.0;52.0;61.0;-9.0;58.0;66.0;69.0;2051.0
cumul 2020-2021;0141815X;Organisme de formation-Centre de formation d'apprentis Institut Consulaire d'Enseignement Professionnel ICEP CAEN;NORMANDIE;38.0;38.0;24.0;;38.0;61.0;62.0;-1.0;74.0;69.0;76.0;2067.0
cumul 2020-2021;0542539S;Organisme de formation-Centre de formation dapprentis PASSEPORT PREVENTION de Chenevieres;GRAND EST;;;;;;;;;;;;2069.0
cumul 2020-2021;9741668V;Organisme de formation-Centre de formation d'apprentis Association Zététique Le Tampon;LA REUNION;49.0;25.0;26.0;;49.0;50.0;38.0;12.0;50.0;54.0;42.0;2071.0
cumul 2020-2021;0550861M;Organisme de formation-Centre de formation d'apprentis Européen Louis Prioux de Bar-le-Duc;GRAND EST;44.0;31.0;25.0;;44.0;56.0;59.0;-3.0;62.0;64.0;65.0;2075.0
cumul 2020-2021;0442574J;Centre de formation d'apprentis éducation nationale 44;PAYS DE LA LOIRE;33.0;43.0;24.0;;33.0;64.0;66.0;-2.0;76.0;74.0;83.0;2078.0
cumul 2020-2021;0312895D;Section d'apprentissage de l'Institut de Formation, Recherche, Animation, Sanitaire et Social;OCCITANIE;3.0;45.0;52.0;;3.0;46.0;47.0;0.0;45.0;48.0;48.0;2086.0
cumul 2020-2021;0763465D;Organisme de formation-Centre de formation d'apprentis- Institut de la Formation Professionnelle en région académique Nomandie Rouen;NORMANDIE;41.0;36.0;23.0;;41.0;61.0;63.0;-2.0;68.0;67.0;72.0;2090.0
cumul 2020-2021;0791175Y;Organisme de formation - Centre de formation d'apprentis sanitaire et social Nouvelle Aquitaine;NOUVELLE-AQUITAINE;31.0;44.0;25.0;;31.0;63.0;58.0;5.0;67.0;66.0;66.0;2091.0
cumul 2020-2021;0101141L;Groupe Alternance Troyes - Offre de formations;GRAND EST;;;;;;;;;;;;2097.0
cumul 2020-2021;0133527N;CFA régional interconsulaire méditerranée;PROVENCE-ALPES-COTE D'AZUR;36.0;38.0;26.0;;36.0;60.0;61.0;-2.0;60.0;61.0;68.0;2107.0
cumul 2020-2021;0751489L;Centre de Formation d'apprentis - Miroiterie;ILE-DE-FRANCE;35.0;38.0;27.0;;35.0;58.0;63.0;-5.0;69.0;69.0;69.0;2113.0
cumul 2020-2021;0550969E;CFA de la Meuse;GRAND EST;;;;;28.0;;;;;;;2116.0
cumul 2020-2021;0851287M;Maison Familiale Rurale de Pouzauges;PAYS DE LA LOIRE;;;;;;;;;;;;2125.0
cumul 2020-2021;0491828W;Maison Familiale Rurale de Cholet;PAYS DE LA LOIRE;59.0;32.0;9.0;;59.0;;;;;;;2139.0
cumul 2020-2021;0790988V;Maison Familiale Rurale de Saint-Loup-Lamairé;NOUVELLE-AQUITAINE;;;;;;;;;;;;2143.0
cumul 2020-2021;0754718W;Centre de Formation d'apprentis des Métiers du Sport et de l'Animation;ILE-DE-FRANCE;;;;;58.0;;;;;;;2149.0
cumul 2020-2021;0831765T;Organisme de formation-Centre de formation d'apprentis CAPFORMA CCI du Var Toulon;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;2170.0
cumul 2020-2021;0011074M;Maison Familiale Rurale de Bâgé-le-Châtel;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2180.0
cumul 2020-2021;0190807Z;CENTRE DE FORMATION D'APPRENTIS INCLUSIF NOUVELLE AQUITAINRE;NOUVELLE-AQUITAINE;35.0;25.0;40.0;;35.0;;;;;;;2182.0
cumul 2020-2021;0141992P;Institut Supérieur Professionnel Normandie CAEN;NORMANDIE;;;;;;;;;;;;2185.0
cumul 2020-2021;0195062Z;Organisme de formation-Centre de formation d'apprentis de CFC TP EGLETONS;NOUVELLE-AQUITAINE;;;;;;;;;;;;2186.0
cumul 2020-2021;0352496Y;CFA  Apprendre et se Former en TRAnsport et Logistique;BRETAGNE;5.0;72.0;23.0;;5.0;76.0;72.0;4.0;89.0;86.0;91.0;2188.0
cumul 2020-2021;0371436K;Tours Fondettes Agrocampus;CENTRE-VAL DE LOIRE;30.0;41.0;29.0;;30.0;59.0;60.0;-1.0;69.0;65.0;64.0;2199.0
cumul 2020-2021;0672477D;Centre de Formation d'apprentis agricole rattaché au LEGTA;GRAND EST;47.0;36.0;17.0;;47.0;69.0;65.0;3.0;77.0;71.0;76.0;2203.0
cumul 2020-2021;0942461P;CFA Ecole de Préparation au BTS (EPB);ILE-DE-FRANCE;;;;;;;;;;;;2209.0
cumul 2020-2021;9741726H;Organisme formation-Centre de formation d'apprentis Cyrille Camilli Saint Paul;LA REUNION;;;;;;;;;;;;2210.0
cumul 2020-2021;0642141E;organisme de formation-centre de formation d'apprentis chambre de commerce et d'industrie Bayonne Pays Basque;NOUVELLE-AQUITAINE;;;;;;;;;;;;2226.0
cumul 2020-2021;0333438H;Organisme de formation-Centre de formations d'apprentis STADE FORMATION ARTIGUES PRES BORDEAUX;NOUVELLE-AQUITAINE;22.0;41.0;37.0;;22.0;52.0;54.0;-2.0;74.0;51.0;54.0;2232.0
cumul 2020-2021;0694376G;Centre de formation d'apprentis O R T Lyon;AUVERGNE-RHONE-ALPES;57.0;35.0;8.0;;57.0;80.0;70.0;10.0;70.0;85.0;75.0;2240.0
cumul 2020-2021;0642135Y;organisme de formation-centre de formation d'apprentis sport performance santé de bizanos;NOUVELLE-AQUITAINE;21.0;33.0;46.0;;21.0;;;;;;;2253.0
cumul 2020-2021;0333437G;Organisme de formation-Centre de formation d'apprentis Groupe Conseil Ingenierie Formation Bègles;NOUVELLE-AQUITAINE;17.0;35.0;48.0;;17.0;;;;;;;2258.0
cumul 2020-2021;0542287T;Organisme de formation-Centre de formation d'apprentis des métiers de la banque et de la finance de Nancy;GRAND EST;;;;;;;;;;;;2260.0
cumul 2020-2021;0442846E;Site de formation d'apprentis de l'IFRIA Nantes;PAYS DE LA LOIRE;55.0;35.0;10.0;;55.0;78.0;80.0;-1.0;75.0;88.0;78.0;2267.0
cumul 2020-2021;0351978K;Maison Familiale Rurale de Saint-Aubin d'Aubigne;BRETAGNE;;;;;;;;;;;;2271.0
cumul 2020-2021;0701029N;CFA de Haute Saône à Vesoul;BOURGOGNE-FRANCHE-COMTE;31.0;49.0;20.0;;31.0;71.0;72.0;-1.0;74.0;74.0;73.0;2275.0
cumul 2020-2021;0171552V;Maison Familiale Rurale de la Saintonge et de l'Aunis - Saint-Genis-de-Saintonge;NOUVELLE-AQUITAINE;;;;;;;;;;;;2279.0
cumul 2020-2021;0291843W;Maison Familiale Rurale de Landivisiau;BRETAGNE;;;;;;;;;;;;2280.0
cumul 2020-2021;0352492U;CFA agricole privé MFR Bretagne;BRETAGNE;29.0;52.0;19.0;;29.0;73.0;63.0;10.0;79.0;83.0;77.0;2284.0
cumul 2020-2021;0631959M;CFA Régional du Transport et de la Logistique en Auvergne;AUVERGNE-RHONE-ALPES;33.0;57.0;10.0;;33.0;84.0;72.0;12.0;91.0;91.0;84.0;2285.0
cumul 2020-2021;0142443E;Organisme de formation-Centre de formation d'apprentis LJN  CAEN;NORMANDIE;;;;;;;;;;;;2293.0
cumul 2020-2021;0831771Z;Organisme de formation-Centre de formation d'apprentis Tête d'affiche Fréjus;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;2299.0
cumul 2020-2021;0861419A;Organisme de formation - Centre de formation d'apprentis Académique de Poitiers;NOUVELLE-AQUITAINE;30.0;48.0;22.0;;30.0;69.0;70.0;-1.0;79.0;76.0;77.0;2300.0
cumul 2020-2021;9730492X;CFA de la Guyane;GUYANE;;;;;;;;;;;;2301.0
cumul 2020-2021;9741680H;Organisme de formation-Centre de formation d'apprentis ECI - Demain en main Bras Panon;LA REUNION;;;;;;;;;;;;2303.0
cumul 2020-2021;0512176N;Groupe de la Salle - Centre d'apprentissage Reims;GRAND EST;;;;;;;;;;;;2306.0
cumul 2020-2021;0772860R;CFA de la Mobilité Urbaine Durable;ILE-DE-FRANCE;4.0;74.0;22.0;;4.0;77.0;65.0;12.0;79.0;81.0;80.0;2310.0
cumul 2020-2021;0492193T;Organisme de formation-Centre de formation d'apprentis de maisons familiales m-et-loire;PAYS DE LA LOIRE;40.0;40.0;20.0;;40.0;67.0;62.0;5.0;74.0;74.0;78.0;2314.0
cumul 2020-2021;6200713F;Centre de formation d'apprentis Académique Ajaccio;CORSE;29.0;37.0;34.0;;29.0;51.0;60.0;-9.0;67.0;59.0;67.0;2324.0
cumul 2020-2021;0292159P;CFA Institut nautique Concarneau;BRETAGNE;18.0;44.0;38.0;;18.0;54.0;59.0;-5.0;78.0;56.0;78.0;2332.0
cumul 2020-2021;0312606P;Organisme de formation - Centre de formation d'apprentis Métier du travail social;OCCITANIE;5.0;24.0;71.0;;5.0;25.0;37.0;-12.0;45.0;70.0;60.0;2333.0
cumul 2020-2021;0596386W;Institut de Gestion Hôtellerie ESHOTEL Alternance;HAUTS-DE-FRANCE;;;;;;;;;;;;2341.0
cumul 2020-2021;0711078L;CIFA JEAN LAMELOISE;BOURGOGNE-FRANCHE-COMTE;44.0;38.0;18.0;;44.0;68.0;63.0;4.0;75.0;72.0;75.0;2349.0
cumul 2020-2021;0251643A;CFA du Doubs;BOURGOGNE-FRANCHE-COMTE;;;;;24.0;;;;;;;2357.0
cumul 2020-2021;0922661T;Organisme de formation-Centre de formation d'apprentis Association pour le Développement de l'Apprentissage et la Formation aux métiers Sanitaires Soc;ILE-DE-FRANCE;21.0;46.0;33.0;;21.0;59.0;51.0;8.0;60.0;61.0;56.0;2358.0
cumul 2020-2021;0142368Y;CFA public de l'enseignement supérieur de Caen Normandie;NORMANDIE;67.0;23.0;10.0;;67.0;;;;;;;2367.0
cumul 2020-2021;0391236G;AFTRAL - Apprendre à se former en transport et logistique;BOURGOGNE-FRANCHE-COMTE;;;;;;;;;;;;2371.0
cumul 2020-2021;0754792B;Centre de Formation d'apprentis - Compagnons du devoir Ile de France;ILE-DE-FRANCE;42.0;39.0;19.0;;42.0;67.0;66.0;1.0;67.0;69.0;70.0;2378.0
cumul 2020-2021;0352382Z;AFTEC Rennes;BRETAGNE;46.0;38.0;16.0;;46.0;70.0;69.0;1.0;68.0;65.0;59.0;2380.0
cumul 2020-2021;0752068R;Centre de Formation d'apprentis - Commerce de l'alimentation;ILE-DE-FRANCE;31.0;37.0;32.0;;31.0;53.0;58.0;-5.0;58.0;65.0;63.0;2383.0
cumul 2020-2021;0851412Y;Organisme de formation-Centre de formation d'apprentis de BTP CFA Vendée - BTP CFA Pays de Loire - La Roche-sur-Yon;PAYS DE LA LOIRE;54.0;36.0;10.0;;54.0;78.0;71.0;7.0;84.0;81.0;82.0;2384.0
cumul 2020-2021;9720927A;OF-CFA - Institut de la Fonction Commerciale (IFC);MARTINIQUE;43.0;35.0;22.0;;43.0;61.0;66.0;-4.0;55.0;48.0;48.0;2391.0
cumul 2020-2021;0360766M;OF CFA de l'Indre;CENTRE-VAL DE LOIRE;32.0;48.0;20.0;;32.0;70.0;67.0;3.0;73.0;71.0;73.0;2392.0
cumul 2020-2021;0831608X;CFA Régional des Métiers et de l'Artisanat Campus de La Seyne sur Mer - IPFM;PROVENCE-ALPES-COTE D'AZUR;37.0;37.0;26.0;;37.0;59.0;59.0;0.0;66.0;64.0;67.0;2404.0
cumul 2020-2021;0596817P;CFA de l'AFPC (Association pour la Formation Professionnelle Continue);HAUTS-DE-FRANCE;13.0;48.0;39.0;;13.0;55.0;51.0;4.0;50.0;50.0;60.0;2413.0
cumul 2020-2021;0772447S;Centre de Formation d'Apprentis Ingénieurs 2000;ILE-DE-FRANCE;71.0;15.0;14.0;;71.0;50.0;51.0;-1.0;50.0;57.0;64.0;2415.0
cumul 2020-2021;0212197Z;CFA SUP BOURGOGNE;BOURGOGNE-FRANCHE-COMTE;66.0;25.0;9.0;;66.0;75.0;67.0;8.0;82.0;76.0;80.0;2421.0
cumul 2020-2021;0755986Z;Of-Cfa Groupe IGF;ILE-DE-FRANCE;62.0;23.0;15.0;;62.0;60.0;57.0;3.0;71.0;63.0;66.0;2430.0
cumul 2020-2021;0542501A;Institut de formation des professionnels de santé SANTEST;GRAND EST;2.0;69.0;29.0;;2.0;71.0;59.0;12.0;67.0;63.0;71.0;2431.0
cumul 2020-2021;0754855V;Siège de la Chambre de Commerce et de l'Industrie d'Ile de France;ILE-DE-FRANCE;51.0;36.0;13.0;;51.0;74.0;73.0;1.0;74.0;78.0;85.0;2435.0
cumul 2020-2021;0491834C;Maison Familiale Rurale des 3 Rivières de champigné;PAYS DE LA LOIRE;;;;;;;;;;;;2438.0
cumul 2020-2021;0692214G;Organisme de formation-Centre de formation d'apprentis BTP Philibert de l'Orme (AFOBAT) DARDILLY;AUVERGNE-RHONE-ALPES;42.0;40.0;18.0;;42.0;68.0;70.0;-1.0;75.0;71.0;72.0;2441.0
cumul 2020-2021;0782093B;Organisme de formation-Centre de formation d'apprentis Trajectoire;ILE-DE-FRANCE;47.0;32.0;21.0;;47.0;61.0;62.0;-1.0;68.0;69.0;71.0;2443.0
cumul 2020-2021;0132823Y;Maison Familiale Rurale de Puyloubier;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;2452.0
cumul 2020-2021;0251811H;Maison Familiale Rurale de Mandeure;BOURGOGNE-FRANCHE-COMTE;;;;;;;;;;;;2457.0
cumul 2020-2021;0711566S;POLE FORMATION UIMM BOURGOGNE 21-71;BOURGOGNE-FRANCHE-COMTE;31.0;55.0;14.0;;31.0;79.0;74.0;5.0;89.0;86.0;84.0;2462.0
cumul 2020-2021;0772241T;CFA de l'industrie de Seine-et-Marne;ILE-DE-FRANCE;45.0;36.0;19.0;;45.0;64.0;66.0;-2.0;80.0;86.0;86.0;2464.0
cumul 2020-2021;0922384S;Sup De Vinci;ILE-DE-FRANCE;43.0;37.0;20.0;;43.0;64.0;64.0;0.0;70.0;67.0;70.0;2468.0
cumul 2020-2021;0642106S;Damalis - Formations à Pau;NOUVELLE-AQUITAINE;;;;;;;;;;;;2474.0
cumul 2020-2021;0763515H;Organisme de formation-Centre de formation d'apprentis de Transdev CFA Rouen;NORMANDIE;0.0;76.0;24.0;;0.0;76.0;64.0;12.0;77.0;77.0;77.0;2480.0
cumul 2020-2021;0421187M;Maison Familiale Rurale de Saint-Germain Lespinasse;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2484.0
cumul 2020-2021;0700958L;Maison Familiale Rurale de Fougerolles;BOURGOGNE-FRANCHE-COMTE;19.0;57.0;24.0;;19.0;;;;;;;2487.0
cumul 2020-2021;0763119C;Centre de formation d'apprentis des métiers de la banque et de la finance;NORMANDIE;;;;;;;;;;;;2489.0
cumul 2020-2021;0673160W;AS Formation;GRAND EST;;;;;;;;;;;;2493.0
cumul 2020-2021;0922454T;Organisme de formation-Centre de formation d'aprentis CESFA BTP - Ingénieur BTP;ILE-DE-FRANCE;49.0;21.0;30.0;;49.0;41.0;47.0;-6.0;55.0;64.0;68.0;2496.0
cumul 2020-2021;0011171T;Maison Familiale Rurale de Pont-de-Veyle;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2497.0
cumul 2020-2021;0332820L;Greta-CFA d'Aquitaine;NOUVELLE-AQUITAINE;29.0;49.0;22.0;;29.0;69.0;68.0;1.0;71.0;68.0;72.0;2502.0
cumul 2020-2021;0442610Y;Organisme de formation-Centre de formation d'apprentis de la MFR CFA de Clisson;PAYS DE LA LOIRE;;;;;;;;;;;;2504.0
cumul 2020-2021;0542500Z;Organisme de formation-Centre de formation d'apprentis des métiers du sanitaire et social de Nancy;GRAND EST;11.0;52.0;37.0;;11.0;58.0;52.0;6.0;60.0;62.0;63.0;2505.0
cumul 2020-2021;0341541R;Greta Hérault Ouest;OCCITANIE;;;;;;;;;;;;2508.0
cumul 2020-2021;0021908N;Maison Familiale Rurale de La Capelle;HAUTS-DE-FRANCE;10.0;52.0;38.0;;10.0;57.0;52.0;5.0;68.0;61.0;54.0;2509.0
cumul 2020-2021;0756061F;OF-CFA Paris Institute of Childcare Training;ILE-DE-FRANCE;;;;;;;;;;;;2523.0
cumul 2020-2021;0251934S;Centre de formation d'apprentis A.S.P.E.C.T;BOURGOGNE-FRANCHE-COMTE;32.0;47.0;21.0;;32.0;70.0;68.0;2.0;78.0;76.0;76.0;2526.0
cumul 2020-2021;0312504D;Organisme de formation - Centre de formation d'apprentis Fédération compagnonique régionale Occitanie;OCCITANIE;47.0;34.0;19.0;;47.0;64.0;70.0;-6.0;66.0;63.0;67.0;2528.0
cumul 2020-2021;0451653C;Organisme de formation-Centre de formation d'apprentis du CFAI Centre Val de Loire - La Chapelle Saint Mesmin;CENTRE-VAL DE LOIRE;43.0;41.0;16.0;;43.0;71.0;71.0;0.0;77.0;78.0;81.0;2530.0
cumul 2020-2021;0442575K;Organisme de formation-Centre de formation d'apprentis de ADAMSSE CFA - Nantes;PAYS DE LA LOIRE;4.0;70.0;26.0;;4.0;73.0;61.0;12.0;72.0;74.0;76.0;2532.0
cumul 2020-2021;0352512R;Maison Familiale Rurale de Montfort-sur-Meu;BRETAGNE;10.0;70.0;20.0;;10.0;78.0;78.0;0.0;89.0;78.0;81.0;2535.0
cumul 2020-2021;0542413E;CENTRE DE FORMATION D'APPRENTIS DES METIERS DES SERVICES;GRAND EST;45.0;37.0;18.0;;45.0;67.0;72.0;-5.0;70.0;71.0;71.0;2537.0
cumul 2020-2021;0597126A;Organisme de formation-Centre de Formation d'apprentis Génération R H (Restauration Hôtellerie) de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;;;;;;;;;;;;2538.0
cumul 2020-2021;0597157J;Organisme de formation-Centre de formation d'apprentis SCOP (Société Coopérative et Participative) INSTEP Formation de LILLE;HAUTS-DE-FRANCE;15.0;31.0;54.0;;15.0;36.0;44.0;-7.0;50.0;36.0;50.0;2539.0
cumul 2020-2021;0632081V;Organisme de formation-Centre de formation d'apprentis de CFI Formation, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2541.0
cumul 2020-2021;0942450C;UCPA Formation;ILE-DE-FRANCE;;;;;83.0;;;;;;;2542.0
cumul 2020-2021;0912421M;Organisme de formation-Centre de formation d'apprentis Amphia Conseil et Formation;ILE-DE-FRANCE;;;;;;;;;;;;2546.0
cumul 2020-2021;0694047Z;Centre de Formation d'Apprentis de l'Académie de Lyon;AUVERGNE-RHONE-ALPES;29.0;42.0;29.0;;29.0;60.0;59.0;1.0;65.0;67.0;68.0;2558.0
cumul 2020-2021;0341540P;GRETA de Montpellier Littoral;OCCITANIE;33.0;45.0;22.0;;33.0;68.0;68.0;-1.0;70.0;72.0;70.0;2562.0
cumul 2020-2021;0352193U;CFA DE ST AUBIN DU CORMIER;BRETAGNE;30.0;48.0;22.0;;30.0;69.0;60.0;9.0;81.0;73.0;81.0;2563.0
cumul 2020-2021;0610770F;Organisme de formation-Centre de formation d'apprentis du batîment Roger Ducre d'Alençon;NORMANDIE;53.0;35.0;12.0;;53.0;75.0;72.0;3.0;82.0;74.0;81.0;2572.0
cumul 2020-2021;0641772D;Organisme de formation-Centre de formation d'apprentis Epseco Bayonne;NOUVELLE-AQUITAINE;;;;;;;;;;;;2579.0
cumul 2020-2021;0131786W;CFA METIERS DE L'AUTOMOBILE;PROVENCE-ALPES-COTE D'AZUR;31.0;41.0;28.0;;31.0;60.0;63.0;-3.0;68.0;68.0;68.0;2580.0
cumul 2020-2021;0681904A;Institut régional de formation pour adultes;GRAND EST;;;;;;;;;;;;2581.0
cumul 2020-2021;0754955D;UFA ISIPCA - LA FABRIQUE  - Site Paris-Champerret - CFA CCI Paris Ile-de-France;ILE-DE-FRANCE;21.0;46.0;33.0;;21.0;58.0;65.0;-7.0;67.0;71.0;79.0;2584.0
cumul 2020-2021;0791005N;Maison Familiale Rurale SEVREUROPE - Bressuire;NOUVELLE-AQUITAINE;27.0;54.0;19.0;;27.0;73.0;71.0;2.0;76.0;90.0;80.0;2585.0
cumul 2020-2021;0922292S;Organisme de formation-Centre de formation d'apprentis de l'Industrie chimique et pharmaceutique;ILE-DE-FRANCE;67.0;17.0;16.0;;67.0;51.0;62.0;-12.0;68.0;68.0;76.0;2586.0
cumul 2020-2021;0100975F;Greta Sud Champagne;GRAND EST;35.0;38.0;27.0;;35.0;59.0;70.0;-11.0;73.0;77.0;77.0;2590.0
cumul 2020-2021;0642025D;Centre de formation d'apprentis de la côte Basque - Lycée des métiers Cantau;NOUVELLE-AQUITAINE;39.0;36.0;25.0;;39.0;60.0;65.0;-5.0;85.0;78.0;85.0;2591.0
cumul 2020-2021;0790989W;Maison Familiale Rurale de Moncoutant;NOUVELLE-AQUITAINE;;;;;;;;;;;;2594.0
cumul 2020-2021;0861438W;Greta Poitou-Charentes;NOUVELLE-AQUITAINE;;;;;;;;;;;;2595.0
cumul 2020-2021;0021907M;Maison Familiale Rurale vallée du retz - Ambleny;HAUTS-DE-FRANCE;;;;;;;;;;;;2596.0
cumul 2020-2021;7200680B;CFA ECOLE COMMERCE ET MANAGEMENT CORSICA BORGO;CORSE;43.0;38.0;19.0;;43.0;67.0;66.0;0.0;74.0;72.0;77.0;2601.0
cumul 2020-2021;0672632X;Centre de formation d'apprentis régional des compagnons du Devoir-Alsace;GRAND EST;46.0;42.0;12.0;;46.0;77.0;69.0;8.0;79.0;76.0;79.0;2603.0
cumul 2020-2021;0512122E;Centre de Formation d'Apprentis de l'Enseignement Supérieur de Champagne Ardenne;GRAND EST;;;;;58.0;;;;;;;2611.0
cumul 2020-2021;0762312A;Centre de formation d'apprentis de la Chataigneraie - Automobile;NORMANDIE;43.0;40.0;17.0;;43.0;71.0;71.0;-1.0;77.0;77.0;79.0;2627.0
cumul 2020-2021;0681197G;Centre de Formation d'apprentis du LPO Joseph Storck;GRAND EST;43.0;31.0;26.0;;43.0;54.0;53.0;1.0;68.0;60.0;78.0;2644.0
cumul 2020-2021;9741693X;Organisme de formation-Centre de formation d'apprentis Forminter Saint Denis;LA REUNION;;;;;;;;;;;;2646.0
cumul 2020-2021;0391039T;CFA Poligny;BOURGOGNE-FRANCHE-COMTE;;;;;41.0;;;;;;;2648.0
cumul 2020-2021;0624240X;CFA Fédération Compagnonnique des Métiers du Bâtiment (FCMB) - Centre d'ARRAS;HAUTS-DE-FRANCE;50.0;33.0;17.0;;50.0;65.0;66.0;-1.0;75.0;72.0;74.0;2651.0
cumul 2020-2021;0150688S;Maison Familiale Rurale de Saint-Flour;AUVERGNE-RHONE-ALPES;49.0;41.0;10.0;;49.0;;;;;;;2659.0
cumul 2020-2021;0040578G;SPORT ET FORMATION;PROVENCE-ALPES-COTE D'AZUR;27.0;39.0;34.0;;27.0;53.0;50.0;3.0;53.0;59.0;59.0;2662.0
cumul 2020-2021;7200730F;Centre de formation d'apprentis Université de Corse;CORSE;79.0;12.0;9.0;;79.0;59.0;64.0;-5.0;73.0;64.0;41.0;2676.0
cumul 2020-2021;9711071M;Centre de formation d'apprentis polyvalent de l'académie de Guadeloupe;GUADELOUPE;28.0;56.0;16.0;;28.0;77.0;66.0;11.0;75.0;67.0;69.0;2677.0
cumul 2020-2021;0350936C;Université Rennes 1;BRETAGNE;90.0;8.0;2.0;;90.0;;;;;;;2679.0
cumul 2020-2021;0756043L;CIFACOM école de graphisme et de l'audiovisuel;ILE-DE-FRANCE;;;;;;;;;;;;2688.0
cumul 2020-2021;9741761W;Organisme de formation-Centre de formation d'apprentis Génius Formation de Saint André;LA REUNION;;;;;;;;;;;;2693.0
cumul 2020-2021;0251891V;FCF ARGOS;BOURGOGNE-FRANCHE-COMTE;58.0;31.0;11.0;;58.0;;;;;;;2700.0
cumul 2020-2021;0861253V;Organisme de formation - Centre de Formation d'Apprentis industriel Poitou-Charentes;NOUVELLE-AQUITAINE;33.0;47.0;20.0;;33.0;70.0;72.0;-2.0;78.0;79.0;83.0;2710.0
cumul 2020-2021;0133565E;Formaposte Sud Est;PROVENCE-ALPES-COTE D'AZUR;22.0;51.0;27.0;;22.0;65.0;63.0;3.0;73.0;75.0;76.0;2712.0
cumul 2020-2021;0442533P;institut supérieur d'optique;PAYS DE LA LOIRE;49.0;39.0;12.0;;49.0;76.0;77.0;-1.0;81.0;81.0;81.0;2717.0
cumul 2020-2021;0134309N;IFTE AIX;PROVENCE-ALPES-COTE D'AZUR;69.0;23.0;8.0;;69.0;74.0;67.0;7.0;72.0;68.0;68.0;2721.0
cumul 2020-2021;9720926Z;OF-CFA CERDIF ANTILLES-GUYANE / ISCA BUSINESS SCHOOL;MARTINIQUE;;;;;;;;;;;;2747.0
cumul 2020-2021;0440342H;Organisme de formation-Centre de formation d'apprentis de GRAFIPOLIS (AFIIG);PAYS DE LA LOIRE;33.0;44.0;23.0;;33.0;65.0;59.0;6.0;72.0;70.0;78.0;2750.0
cumul 2020-2021;0721427K;Maison Familiale Rurale de Verneil-le-Chétif;PAYS DE LA LOIRE;;;;;;;;;;;;2752.0
cumul 2020-2021;0492022G;CFA du Maine et Loire;PAYS DE LA LOIRE;39.0;45.0;16.0;;39.0;73.0;63.0;10.0;73.0;76.0;78.0;2764.0
cumul 2020-2021;0755989C;Fédération Française de Tennis - L'Institut de Formation du Tennis;ILE-DE-FRANCE;12.0;75.0;13.0;;12.0;86.0;74.0;12.0;82.0;79.0;77.0;2768.0
cumul 2020-2021;0851236G;Maison Familiale Rurale de Challans;PAYS DE LA LOIRE;;;;;;;;;;;;2769.0
cumul 2020-2021;0313021R;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS MFR TOULOUSE NORD;OCCITANIE;;;;;;;;;;;;2774.0
cumul 2020-2021;0694428N;Organisme de formation-Centre de formation d'apprentis BOREALE FORMATION OULLINS;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2780.0
cumul 2020-2021;0383426T;Organisme de formation-Centre de formation d'apprentis de Sports et Animations-Vienne;AUVERGNE-RHONE-ALPES;;;;;34.0;;;;;;;2781.0
cumul 2020-2021;0531056K;Organisme de formation-Centre de formation d'apprentis de AFTRAL LAVAL;PAYS DE LA LOIRE;;;;;;;;;;;;2783.0
cumul 2020-2021;0692780X;Organisme de formation-Centre de formation d'apprentis Centre Textile Régional MAYA CAMPUS LYON;AUVERGNE-RHONE-ALPES;38.0;32.0;30.0;;38.0;51.0;63.0;-12.0;70.0;74.0;83.0;2788.0
cumul 2020-2021;0530828M;Maison Familiale Rurale de Saint-Berthevin;PAYS DE LA LOIRE;;;;;;;;;;;;2802.0
