Année;UAI;Libellé;Région;DEVENIR Part poursuite études;DEVENIR Part en emploi 6 mois;DEVENIR Part autre situation 6 mois;Part contrats apprentissage interrompus;Taux poursuite études;Taux emploi 6 mois;Taux emploi 6 mois attendu;VA emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2023-2024;9741849S;Organisme formation - Centre formation d'Apprentis Cycle et Forma Sainte Marie;LA REUNION;;;;;;;;;;;;11301.0
cumul 2023-2024;9741852V;Organisme formation-Centre formation d'Apprentis  REUNI' FORM St Benoit;LA REUNION;49.0;13.0;38.0;;49.0;26.0;38.0;-12.0;;;;11304.0
cumul 2023-2024;9741858B;Organisme formation - Centre formation d'Apprentis KAPTIV Saint Gilles les Hauts;LA REUNION;42.0;37.0;21.0;;42.0;64.0;53.0;11.0;;;;11305.0
cumul 2023-2024;9741871R;Organisme formation - Centre de formation d'Apprentis PAM OI  Prestations Administratives Modulables Océan Indien St Leu;LA REUNION;;;;;;;;;;;;11311.0
cumul 2023-2024;9741879Z;Organisme de formation-Centre de formation d'apprentis Réunion apprentissage formation Ste Clotilde;LA REUNION;;;;;;;;;;;;11312.0
cumul 2020-2021;0694400H;Organisme de formation-Centre de formation d'apprentis ACI PERFORMANCE Villeurbanne;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2003.0
cumul 2020-2021;0831377W;CFA Régional des Métiers et de l'Artisanat Campus des Arcs sur Argens;PROVENCE-ALPES-COTE D'AZUR;34.0;35.0;31.0;;34.0;53.0;52.0;0.0;68.0;60.0;69.0;2005.0
cumul 2020-2021;0400898J;CFA des Landes;NOUVELLE-AQUITAINE;30.0;40.0;30.0;;30.0;57.0;61.0;-4.0;70.0;62.0;76.0;2008.0
cumul 2020-2021;0491941U;Maison Familiale Rurale de Beaupreau;PAYS DE LA LOIRE;;;;;;;;;;;;2009.0
cumul 2020-2021;0370811F;Organisme de formation-Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Joué les Tours;CENTRE-VAL DE LOIRE;41.0;41.0;18.0;;41.0;69.0;64.0;5.0;74.0;75.0;76.0;2011.0
cumul 2020-2021;0624334Z;CFA de l'Avenir Pro 62 (Association pour la Promotion et la Valorisation de l'Insertion Socio-Professionnelle vers le milieu Ordinaire du Travail);HAUTS-DE-FRANCE;36.0;29.0;35.0;;36.0;45.0;45.0;0.0;53.0;54.0;54.0;2016.0
cumul 2020-2021;0754969U;UFA GOBELINS - Site Paris-Saint-Marcel - CFA CCI Paris Ile-de-France;ILE-DE-FRANCE;46.0;22.0;32.0;;46.0;41.0;52.0;-11.0;48.0;60.0;60.0;2020.0
cumul 2020-2021;0195041B;CFA EFIATP EGLETONS;NOUVELLE-AQUITAINE;22.0;71.0;7.0;;22.0;92.0;80.0;12.0;97.0;92.0;95.0;2027.0
cumul 2020-2021;0291790N;Maison Familiale Rurale de Lesneven;BRETAGNE;14.0;68.0;18.0;;14.0;78.0;74.0;4.0;94.0;81.0;84.0;2028.0
cumul 2020-2021;0060916N;Ctre de formation d'apprentis bâtiment et TP des AM;PROVENCE-ALPES-COTE D'AZUR;31.0;39.0;30.0;;31.0;57.0;62.0;-5.0;64.0;62.0;66.0;2032.0
cumul 2020-2021;0383474V;CFP CHARMILLES;AUVERGNE-RHONE-ALPES;59.0;28.0;13.0;;59.0;69.0;68.0;1.0;69.0;61.0;69.0;2033.0
cumul 2020-2021;0421831M;GRETA-CFA Loire;AUVERGNE-RHONE-ALPES;33.0;32.0;35.0;;33.0;48.0;58.0;-10.0;55.0;52.0;52.0;2035.0
cumul 2020-2021;0171438W;Organisme de formation - Centre de formation d'apprentis du CIPECMA;NOUVELLE-AQUITAINE;36.0;37.0;27.0;;36.0;57.0;62.0;-4.0;71.0;67.0;75.0;2042.0
cumul 2020-2021;0240061L;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine - CFA des Métiers de Boulazac;NOUVELLE-AQUITAINE;46.0;34.0;20.0;;46.0;63.0;64.0;0.0;74.0;70.0;77.0;2043.0
cumul 2020-2021;0512178R;OF Sylvia Terrade apprentissage G.E.Reims;GRAND EST;39.0;32.0;29.0;;39.0;;;;;;;2053.0
cumul 2020-2021;0022189U;Organisme de formation-Centre de formation d'apprentis d'Axion formations Saint-Quentin;HAUTS-DE-FRANCE;;;;;;;;;;;;2064.0
cumul 2020-2021;0212196Y;ECOLE SUPERIEURE DE LA BANQUE;BOURGOGNE-FRANCHE-COMTE;;;;;;;;;;;;2068.0
cumul 2020-2021;0597141S;Organisme de formation-Centre de formation d'apprentis du CIL Accès Métiers d'ARMENTIERES;HAUTS-DE-FRANCE;30.0;47.0;23.0;;30.0;67.0;55.0;12.0;69.0;65.0;61.0;2070.0
cumul 2020-2021;0342307Y;Organisme de formation-Centre de formation d'apprentis de Polyvia formation Montpellier Occitanie, Baillargues;OCCITANIE;;;;;;;;;;;;2076.0
cumul 2020-2021;0430855W;CENTRE DE FORMATION AUX TECHNIQUES DU BATIMENT;AUVERGNE-RHONE-ALPES;48.0;37.0;15.0;;48.0;72.0;73.0;-1.0;83.0;83.0;82.0;2077.0
cumul 2020-2021;0783593G;Organisme de formation-Centre de formation d'apprentis ACADEMIE V3A;ILE-DE-FRANCE;39.0;34.0;27.0;;39.0;56.0;62.0;-6.0;63.0;64.0;67.0;2084.0
cumul 2020-2021;0921667M;Organisme de formation-Centre de formation d'apprentis de la Fédération Française de carrosserie CARPROMO;ILE-DE-FRANCE;51.0;27.0;22.0;;51.0;56.0;65.0;-9.0;68.0;60.0;60.0;2095.0
cumul 2020-2021;0440395R;Centre de formation d'apprentis agricole de loire-atlantique;PAYS DE LA LOIRE;40.0;42.0;18.0;;40.0;71.0;61.0;10.0;77.0;78.0;77.0;2104.0
cumul 2020-2021;0601688J;Maison Familiale Rurale de Saint-Sulpice;HAUTS-DE-FRANCE;;;;;;;;;;;;2105.0
cumul 2020-2021;0922139A;Institut Supérieur de formation en alternance PlusValues;ILE-DE-FRANCE;64.0;17.0;19.0;;64.0;47.0;59.0;-12.0;56.0;62.0;59.0;2106.0
cumul 2020-2021;0333326L;Kedge Business School - Campus de Bordeaux - Siège social;NOUVELLE-AQUITAINE;;;;;;;;;;;;2112.0
cumul 2020-2021;0421609W;Organisme de formation-Centre de formation d'apprentis Du Roannais MABLY;AUVERGNE-RHONE-ALPES;46.0;37.0;17.0;;46.0;69.0;67.0;2.0;74.0;74.0;76.0;2114.0
cumul 2020-2021;0597090L;CFA de convention Régionale Hauts de France Jean Bosco;HAUTS-DE-FRANCE;30.0;43.0;27.0;;30.0;62.0;57.0;5.0;67.0;65.0;66.0;2118.0
cumul 2020-2021;0861219H;CFA de la Vienne;NOUVELLE-AQUITAINE;42.0;37.0;21.0;;42.0;63.0;64.0;0.0;71.0;62.0;67.0;2126.0
cumul 2020-2021;0332981L;CFA d'Artigues;NOUVELLE-AQUITAINE;27.0;39.0;34.0;;27.0;53.0;55.0;-2.0;68.0;65.0;71.0;2130.0
cumul 2020-2021;0596351H;Campus Sciences-U LILLE - EFFICOM - EFAB;HAUTS-DE-FRANCE;;;;;;;;;;;;2133.0
cumul 2020-2021;0802002S;Organisme de formation-Centre de formation d'apprentis IRFA APISUP à Amiens;HAUTS-DE-FRANCE;73.0;17.0;10.0;;73.0;60.0;61.0;-1.0;71.0;72.0;81.0;2135.0
cumul 2020-2021;0912398M;Organisme de formation-Centre de formation d'apprentis Grand Dôme de Villebon - FFJDA;ILE-DE-FRANCE;;;;;;;;;;;;2144.0
cumul 2020-2021;0120887Z;Organisme de formation - Centre de formation d'apprentis Chambre des metiers de l'Aveyron;OCCITANIE;39.0;38.0;23.0;;39.0;62.0;65.0;-3.0;74.0;69.0;70.0;2145.0
cumul 2020-2021;0382650Z;Greta de Grenoble;AUVERGNE-RHONE-ALPES;33.0;48.0;19.0;;33.0;72.0;66.0;6.0;69.0;69.0;77.0;2146.0
cumul 2020-2021;0132469N;CFA DU BATIMENT ET TRAVAUX PUBLICS;PROVENCE-ALPES-COTE D'AZUR;39.0;38.0;23.0;;39.0;62.0;66.0;-4.0;69.0;64.0;64.0;2153.0
cumul 2020-2021;0341493N;Organisme de formation-Centre de formation d'apprentis du BTP de l'Hérault, Montpellier;OCCITANIE;39.0;34.0;27.0;;39.0;56.0;60.0;-4.0;61.0;58.0;64.0;2158.0
cumul 2020-2021;0352906U;Alticome Formation;BRETAGNE;;;;;;;;;;;;2161.0
cumul 2020-2021;0381861S;Organisme de formation-Centre de formation d'apprentis d'IMT-Grenoble;AUVERGNE-RHONE-ALPES;35.0;46.0;19.0;;35.0;71.0;67.0;3.0;73.0;76.0;75.0;2162.0
cumul 2020-2021;0491835D;Maison Familiale Rurale de Chalonnes;PAYS DE LA LOIRE;;;;;;;;;;;;2164.0
cumul 2020-2021;0597167V;Organisme de formation-Centre de formation d'apprentis NOMAD Formation de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;;;;;;;;;;;;2166.0
cumul 2020-2021;9711039C;Cfa Agricole de Convenance;GUADELOUPE;25.0;11.0;64.0;;25.0;14.0;26.0;-12.0;22.0;27.0;24.0;2174.0
cumul 2020-2021;0161077J;CFA de la Charente;NOUVELLE-AQUITAINE;35.0;45.0;20.0;;35.0;70.0;61.0;9.0;73.0;73.0;77.0;2181.0
cumul 2020-2021;0101144P;Offre de formation et d'apprentissage SAS BL Formation;GRAND EST;;;;;;;;;;;;2184.0
cumul 2020-2021;0142400H;Organisme de formation-Centre de formation d'apprentis Don Bosco de Normandie Herouville-St-Clair;NORMANDIE;20.0;59.0;21.0;;20.0;74.0;68.0;5.0;81.0;78.0;81.0;2197.0
cumul 2020-2021;0421567A;Organisme de formation-Centre de formation d'apprentis Institut des Métiers de Saint-Etienne;AUVERGNE-RHONE-ALPES;35.0;41.0;24.0;;35.0;64.0;63.0;1.0;69.0;69.0;69.0;2200.0
cumul 2020-2021;0211529Y;Maison Familiale Rurale de Baigneux-les-Juifs;BOURGOGNE-FRANCHE-COMTE;;;;;;;;;;;;2211.0
cumul 2020-2021;0752376A;Ecole Française Hotesses Tourisme;ILE-DE-FRANCE;;;;;;;;;;;;2218.0
cumul 2020-2021;0802195B;Organisme de formation-Centre de formation d'apprentis de ESS-RH Amiens;HAUTS-DE-FRANCE;12.0;32.0;56.0;;12.0;36.0;48.0;-12.0;44.0;43.0;45.0;2228.0
cumul 2020-2021;0031127J;Organisme de formation-Centre de Formation d'Apprentis d'Alternance Auvergne, Montluçon;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2230.0
cumul 2020-2021;0492122R;Ecole Européenne de Graphisme Publicitaire;PAYS DE LA LOIRE;;;;;;;;;;;;2236.0
cumul 2020-2021;0573003E;Greta Lorraine Nord;GRAND EST;47.0;29.0;24.0;;47.0;55.0;62.0;-7.0;52.0;55.0;57.0;2238.0
cumul 2020-2021;0700957K;Maison Familiale Rurale d'Ailleville;BOURGOGNE-FRANCHE-COMTE;;;;;;;;;;;;2241.0
cumul 2020-2021;0922455U;Centre d'études supérieures industrielles Ecole d'ingénieurs - Campus de Paris-Nanterre;ILE-DE-FRANCE;27.0;36.0;37.0;;27.0;50.0;59.0;-9.0;50.0;50.0;49.0;2243.0
cumul 2020-2021;9711122T;Fore alternance;GUADELOUPE;0.0;0.0;100.0;;0.0;0.0;12.0;-12.0;0.0;0.0;0.0;2244.0
cumul 2020-2021;0180847Y;CFA du Cher;CENTRE-VAL DE LOIRE;31.0;43.0;26.0;;31.0;62.0;65.0;-3.0;68.0;74.0;72.0;2246.0
cumul 2020-2021;0022191W;Organisme de formation-Centre de formation d'apprentis de 3 solutions avec l'alternance Saint-Quentin;HAUTS-DE-FRANCE;5.0;51.0;44.0;;5.0;54.0;47.0;7.0;51.0;59.0;62.0;2248.0
cumul 2020-2021;0596996J;Formation en alternace Campus pro Lille;HAUTS-DE-FRANCE;24.0;36.0;40.0;;24.0;47.0;51.0;-4.0;53.0;57.0;60.0;2252.0
cumul 2020-2021;0694231Z;Organisme de formation-Centre de formation d'apprentis LOU RUGBY LYON;AUVERGNE-RHONE-ALPES;30.0;35.0;35.0;;30.0;;;;;;;2259.0
cumul 2020-2021;0570033B;CFA du LPO Blaise pascal de Forbach;GRAND EST;26.0;39.0;35.0;;26.0;53.0;58.0;-5.0;60.0;65.0;71.0;2262.0
cumul 2020-2021;0922614S;Hitema High-Tech Management  - Etablissement d'Enseignement Supérieur Technique Privé;ILE-DE-FRANCE;;;;;;;;;;;;2263.0
cumul 2020-2021;9741692W;Organisme de formation-Centre de formation d'apprentis Espace Coiffure Formation Saint Louis;LA REUNION;;;;;;;;;;;;2265.0
cumul 2020-2021;0741323L;Greta Arve Faucigny;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2269.0
cumul 2020-2021;0442096P;Organisme de formation-Centre de formation d'apprentis du LPO la Joliverie;PAYS DE LA LOIRE;41.0;46.0;13.0;;41.0;79.0;77.0;3.0;84.0;82.0;92.0;2272.0
cumul 2020-2021;0311348X;Organisme de formation - Centre de formation d'apprentis du Comminges;OCCITANIE;;;;;36.0;;;;;;;2277.0
cumul 2020-2021;0141904U;Maison Familiale Rurale de Les Moutiers-en-Cinglais;NORMANDIE;;;;;;;;;;;;2278.0
cumul 2020-2021;0291961Z;Maison Familiale Rurale de Morlaix;BRETAGNE;;;;;;;;;;;;2281.0
cumul 2020-2021;0352475A;OF CFA MFU Bretagne;BRETAGNE;20.0;56.0;24.0;;20.0;70.0;68.0;2.0;76.0;70.0;76.0;2283.0
cumul 2020-2021;0672592D;Ecole Supérieure de management et de gestion;GRAND EST;;;;;;;;;;;;2286.0
cumul 2020-2021;0400780F;Organisme de formation-Centre de formation d'apprentis des Industries du Bois;NOUVELLE-AQUITAINE;;;;;;;;;;;;2296.0
cumul 2020-2021;9741754N;Organisme formation-Centre de formation d'Apprentis Atouts Services Entreprises et Formation Le Port;LA REUNION;;;;;;;;;;;;2304.0
cumul 2020-2021;0782092A;Organisme de formation-Centre de formation d'apprentis - AFIPE   Vente - Commerce;ILE-DE-FRANCE;49.0;28.0;23.0;;49.0;55.0;59.0;-4.0;64.0;66.0;67.0;2311.0
cumul 2020-2021;0851692C;IRSS SPORT Les Sables d'Olonne;PAYS DE LA LOIRE;;;;;;;;;;;;2321.0
cumul 2020-2021;0672892E;Centre de Formation d'apprentis du LPO Gutenberg;GRAND EST;32.0;36.0;32.0;;32.0;;;;;;;2336.0
cumul 2020-2021;0694339S;Organisme de formation-Centre de formation d'apprentis Association pour la formation aux Métiers des énergies Auvergne-Rhône-Alpes LYON;AUVERGNE-RHONE-ALPES;25.0;67.0;8.0;;25.0;88.0;80.0;8.0;92.0;90.0;88.0;2343.0
cumul 2020-2021;0342338G;Organisme de formation-Centre de formation d'apprentis de l'Enseignement Supérieur en Languedoc-Roussillon, Montpellier;OCCITANIE;;;;;73.0;;;;;;;2347.0
cumul 2020-2021;0501735P;Maison Familiale Rurale de Granville;NORMANDIE;41.0;45.0;14.0;;41.0;;;;;;;2350.0
cumul 2020-2021;0050621Y;Greta-CFA Alpes Provence;PROVENCE-ALPES-COTE D'AZUR;37.0;49.0;14.0;;37.0;78.0;66.0;12.0;84.0;88.0;80.0;2353.0
cumul 2020-2021;0251829C;AFTRAL CFA transport et Logistique de Franche-Comté;BOURGOGNE-FRANCHE-COMTE;17.0;64.0;19.0;;17.0;77.0;75.0;2.0;84.0;91.0;91.0;2354.0
cumul 2020-2021;0241235M;Organisme de formation-Centre de formation d'apprentis transport, logistique et voyageurs (TLV) de Bergerac;NOUVELLE-AQUITAINE;12.0;53.0;35.0;;12.0;60.0;63.0;-3.0;66.0;66.0;73.0;2369.0
cumul 2020-2021;0595541C;Maison Familiale Rurale du Cateau;HAUTS-DE-FRANCE;33.0;43.0;24.0;;33.0;64.0;65.0;-2.0;64.0;67.0;73.0;2373.0
cumul 2020-2021;0531021X;Ecole supérieure professionnelle AFTEC Laval;PAYS DE LA LOIRE;56.0;19.0;25.0;;56.0;;;;;;;2388.0
cumul 2020-2021;0171291L;Maison Familiale Rurale de Saint-Germain;NOUVELLE-AQUITAINE;;;;;;;;;;;;2396.0
cumul 2020-2021;0840765A;Maison Familiale Rurale de Richerenches;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;2417.0
cumul 2020-2021;9730529M;Organisme de formation-Centre de formation d'apprentis CFOP GUYANE Cayenne;GUYANE;;;;;;;;;;;;2424.0
cumul 2020-2021;0491832A;Maison Familiale Rurale de Chemillé-en-Anjou;PAYS DE LA LOIRE;;;;;;;;;;;;2434.0
cumul 2020-2021;0470781U;Maison Familiale Rurale de Barbaste;NOUVELLE-AQUITAINE;;;;;;;;;;;;2440.0
cumul 2020-2021;0791088D;Centre de formation CCI Deux-Sevres SUP'TG Niort;NOUVELLE-AQUITAINE;78.0;20.0;2.0;;78.0;;;;;;;2444.0
cumul 2020-2021;0511383B;CFA BTP GRAND EST  LORRAINE DE LA MARNE;GRAND EST;43.0;36.0;21.0;;43.0;63.0;69.0;-5.0;68.0;65.0;70.0;2447.0
cumul 2020-2021;0891132X;CFA de l'Yonne;BOURGOGNE-FRANCHE-COMTE;23.0;34.0;43.0;;23.0;44.0;50.0;-6.0;53.0;56.0;67.0;2451.0
cumul 2020-2021;0596346C;CFA du CREPS (Centre de Ressources,d'Expertise et de Performance Sportive) de WATTIGNIES;HAUTS-DE-FRANCE;;;;;17.0;;;;;;;2460.0
cumul 2020-2021;0331715K;Centre de formation d'apprentis du lycée Gustave Eiffel;NOUVELLE-AQUITAINE;38.0;35.0;27.0;;38.0;57.0;62.0;-5.0;70.0;71.0;69.0;2469.0
cumul 2020-2021;0602195K;AFASEC CFA National;HAUTS-DE-FRANCE;18.0;66.0;16.0;;18.0;80.0;68.0;12.0;74.0;82.0;76.0;2473.0
cumul 2020-2021;0470819K;Maison Familiale Rurale de Bourgougnague;NOUVELLE-AQUITAINE;;;;;;;;;;;;2486.0
cumul 2020-2021;0212114J;CFA LES ARCADES;BOURGOGNE-FRANCHE-COMTE;30.0;11.0;59.0;;30.0;15.0;27.0;-12.0;27.0;36.0;36.0;2499.0
cumul 2020-2021;0501784T;CFA Coutances;NORMANDIE;41.0;38.0;21.0;;41.0;63.0;62.0;1.0;66.0;69.0;71.0;2513.0
cumul 2020-2021;0333199Y;Organisme de formation-Centre de formation d'apprentis ASPECT Aquitaine;NOUVELLE-AQUITAINE;29.0;42.0;29.0;;29.0;59.0;64.0;-5.0;66.0;62.0;68.0;2516.0
cumul 2020-2021;0400751Z;Organisme de formation-Centre de formation d'apprentis du bâtiment et des travaux publics des Landes;NOUVELLE-AQUITAINE;45.0;34.0;21.0;;45.0;62.0;68.0;-6.0;65.0;65.0;71.0;2519.0
cumul 2020-2021;0781779K;CFA des Yvelines;ILE-DE-FRANCE;29.0;42.0;29.0;;29.0;59.0;58.0;1.0;68.0;64.0;70.0;2524.0
cumul 2020-2021;9741720B;Organisme formation - Centre de formation d'apprentis Forma Conseil de Sainte Clotilde;LA REUNION;;;;;;;;;;;;2547.0
cumul 2020-2021;0241245Y;Organisme de formation-Centre de formation d'apprentis Centre de formation et de promotion Champcevinel;NOUVELLE-AQUITAINE;;;;;;;;;;;;2548.0
cumul 2020-2021;0922893V;Organisme de formation-Centre de formation d'apprentis - EMSP - Ecole des Métiers du Sport Professionnel;ILE-DE-FRANCE;;;;;;;;;;;;2556.0
cumul 2020-2021;0922892U;Organisme de formation-Centre de formation d'apprentis ASTON INSTITUT;ILE-DE-FRANCE;;;;;;;;;;;;2559.0
cumul 2020-2021;0101035W;Centre de Formation d'Apprentis de la pharmacie de Troyes;GRAND EST;15.0;68.0;17.0;;15.0;81.0;73.0;7.0;78.0;79.0;76.0;2565.0
cumul 2020-2021;0422330E;Organisme de formation-Centre de formation d'apprentis de l'Association Départementale des Maisons des Jeunes et de la Culture de la Loire Feurs;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2571.0
cumul 2020-2021;0820746R;organisme de formation - Centre de formation d'apprentis départemental Ecole des métiers;OCCITANIE;36.0;40.0;24.0;;36.0;63.0;59.0;3.0;70.0;69.0;73.0;2574.0
cumul 2020-2021;0330207W;Institut Régional du Travail Social Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;;;;;;;;;;;;2577.0
cumul 2020-2021;0134333P;My Business School Campus de Marseille (13);PROVENCE-ALPES-COTE D'AZUR;50.0;25.0;25.0;;50.0;;;;;;;2578.0
cumul 2020-2021;9741665S;Organisme de formation-Centre de formation d'apprentis Institut de formation de la Réunion Sainte Marie;LA REUNION;18.0;36.0;46.0;;18.0;44.0;51.0;-7.0;52.0;49.0;54.0;2587.0
cumul 2020-2021;0673093Y;MediaSchool Strasbourg;GRAND EST;;;;;;;;;;;;2592.0
cumul 2020-2021;0763491G;Centre de formation d'apprentis de la chambre des métiers et de l'artisanat de la Seine-Maritime;NORMANDIE;46.0;31.0;23.0;;46.0;58.0;59.0;0.0;65.0;65.0;66.0;2606.0
cumul 2020-2021;0383232G;Organisme de formation-Centre de formation d apprentis de MFR SAINT-EGREVE;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2609.0
cumul 2020-2021;0421975U;Organisme de formation-Centre de formation d'apprentis de l'Industrie de la Loire ST ETIENNE;AUVERGNE-RHONE-ALPES;42.0;46.0;12.0;;42.0;80.0;73.0;7.0;83.0;82.0;80.0;2610.0
cumul 2020-2021;0692436Y;FEDERATION REGIONALE DES MAISONS FAMILIALES RURALES D'EDUCATION ET D'ORIENTATION DE RHONE-ALPES (FRMFREO);AUVERGNE-RHONE-ALPES;38.0;39.0;23.0;;38.0;63.0;63.0;1.0;70.0;69.0;71.0;2612.0
cumul 2020-2021;0851679N;Centre de Formation et de Promotion;PAYS DE LA LOIRE;0.0;41.0;59.0;;0.0;41.0;53.0;-12.0;50.0;50.0;55.0;2631.0
cumul 2020-2021;0932505T;Centre de Formation d'Apprentis des Métiers de la Poste Formaposte;ILE-DE-FRANCE;16.0;48.0;36.0;;16.0;57.0;65.0;-8.0;62.0;68.0;65.0;2634.0
cumul 2020-2021;0171401F;CFA de la Charente Maritime;NOUVELLE-AQUITAINE;31.0;45.0;24.0;;31.0;65.0;60.0;5.0;71.0;72.0;76.0;2637.0
cumul 2020-2021;0010965U;Organisme de formation-Centre de formation d'apprentis du BTP Ain BOURG EN BRESSE;AUVERGNE-RHONE-ALPES;50.0;34.0;16.0;;50.0;68.0;71.0;-3.0;77.0;72.0;77.0;2638.0
cumul 2020-2021;0101143N;OF Sylvia Terrade apprentissage G-E Troyes;GRAND EST;26.0;48.0;26.0;;26.0;;;;;;;2647.0
cumul 2020-2021;0681486W;Centre de Formation d'apprentis du Lycée Roosevelt;GRAND EST;33.0;40.0;27.0;;33.0;59.0;60.0;0.0;68.0;70.0;69.0;2652.0
cumul 2020-2021;0062255U;Organisme de formation-Centre de formation d'apprentis UPDATE 06 Antibes;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;2663.0
cumul 2020-2021;0333204D;Centre de formation d'apprentis Leem Apprentissage Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;;;;;;;;;;;;2666.0
cumul 2020-2021;0594799W;Maison Familiale Rurale d'Avesnes-sur-Helpe;HAUTS-DE-FRANCE;;;;;;;;;;;;2670.0
cumul 2020-2021;0352862W;CFA du Sport Bretagne;BRETAGNE;19.0;46.0;35.0;;19.0;57.0;56.0;1.0;58.0;66.0;66.0;2673.0
cumul 2020-2021;0450762J;Institut de formation professionnelle;CENTRE-VAL DE LOIRE;;;;;;;;;;;;2674.0
cumul 2020-2021;0756093R;OF-CFA Assisteal Formation;ILE-DE-FRANCE;;;;;;;;;;;;2698.0
cumul 2020-2021;0301431T;Maison Familiale Rurale de Marguerittes;OCCITANIE;;;;;;;;;;;;2714.0
cumul 2020-2021;0351002Z;CFA Bâtiment 35;BRETAGNE;44.0;39.0;17.0;;44.0;70.0;71.0;-1.0;75.0;73.0;77.0;2716.0
cumul 2020-2021;0331712G;Organisme de formation-Centre de formation d'apprentis Hygie Formations Pharmacie d'Aquitaine;NOUVELLE-AQUITAINE;9.0;69.0;22.0;;9.0;75.0;73.0;2.0;78.0;78.0;78.0;2722.0
cumul 2020-2021;0111003F;Organisme de formation-Centre de formation d'apprentis de  Spécialisé Languedoc-Roussillon, Carcassonne;OCCITANIE;50.0;17.0;33.0;;50.0;33.0;42.0;-9.0;48.0;45.0;56.0;2723.0
cumul 2020-2021;0291842V;Maison Familiale Rurale du Le Faou;BRETAGNE;;;;;;;;;;;;2724.0
cumul 2020-2021;0772319C;CFA du Bâtiment et Travaux Publics;ILE-DE-FRANCE;43.0;35.0;22.0;;43.0;61.0;67.0;-6.0;68.0;60.0;69.0;2734.0
cumul 2020-2021;0763090W;Centre de Formation Continue et par Alternance de l'Université de Rouen Normandie;NORMANDIE;64.0;30.0;6.0;;64.0;;;;;;;2738.0
cumul 2020-2021;0501736R;Maison Familiale Rurale de Coutances;NORMANDIE;;;;;;;;;;;;2743.0
cumul 2020-2021;0572728F;CFA Robert Schuman;GRAND EST;39.0;29.0;32.0;;39.0;47.0;53.0;-5.0;51.0;54.0;53.0;2744.0
cumul 2020-2021;0252008X;Formababy;BOURGOGNE-FRANCHE-COMTE;;;;;;;;;;;;2748.0
cumul 2020-2021;0755777X;Pro Sap Formations;ILE-DE-FRANCE;15.0;45.0;40.0;;15.0;53.0;43.0;10.0;56.0;55.0;56.0;2753.0
cumul 2020-2021;0781858W;H3 Campus Poissy;ILE-DE-FRANCE;36.0;47.0;17.0;;36.0;73.0;62.0;11.0;77.0;71.0;71.0;2755.0
cumul 2020-2021;0870875D;Maison Familiale Rurale de Beynac;NOUVELLE-AQUITAINE;;;;;;;;;;;;2756.0
cumul 2020-2021;0352963F;CFA L'Ecole ABSkill Cesson-Sévigné;BRETAGNE;;;;;;;;;;;;2763.0
cumul 2020-2021;0711944C;AFTRAL;BOURGOGNE-FRANCHE-COMTE;;;;;;;;;;;;2767.0
cumul 2020-2021;0312986C;ORGANISME DE FORMATION - CENTRE DE FORMATION DAPPRENTIS TEMANA - COLOMIERS;OCCITANIE;;;;;;;;;;;;2773.0
cumul 2020-2021;0180755Y;Organisme de formation-Centre de formation d'apprentis de IFAB de Bourges;CENTRE-VAL DE LOIRE;40.0;35.0;25.0;;40.0;58.0;61.0;-3.0;70.0;69.0;74.0;2779.0
cumul 2020-2021;0541516E;Organisme de formation-Centre de formation d'apprentis du LPO Jean Zay de Jarny;GRAND EST;34.0;34.0;32.0;;34.0;51.0;59.0;-8.0;60.0;71.0;78.0;2784.0
cumul 2020-2021;0542494T;CESFA LORRAINE;GRAND EST;48.0;28.0;24.0;;48.0;55.0;53.0;1.0;64.0;62.0;64.0;2785.0
cumul 2020-2021;0681489Z;Centre de Formation d'apprentis du LPO Mermoz;GRAND EST;49.0;29.0;22.0;;49.0;57.0;60.0;-3.0;57.0;64.0;71.0;2793.0
cumul 2020-2021;0597145W;Organisme de formation-Centre de Formation d'apprentis ORGALY Formation de LILLE;HAUTS-DE-FRANCE;36.0;34.0;30.0;;36.0;53.0;41.0;12.0;47.0;50.0;40.0;2794.0
cumul 2020-2021;0942452E;XELIA - Brigitte CROFF Conseil et Associés;ILE-DE-FRANCE;;;;;;;;;;;;2799.0
cumul 2020-2021;0442918H;Organisme de formation-Centre de formation d'apprentis de LISA Formation Saint Nazaire;PAYS DE LA LOIRE;;;;;;;;;;;;2801.0
cumul 2020-2021;0572742W;Site de formation d'apprentis Camille Weis de Forbach;GRAND EST;49.0;32.0;19.0;;49.0;62.0;60.0;2.0;65.0;63.0;63.0;2805.0
